id,source_document,clause,page,normative_level,area,service_group,service_or_check,requirement_text,delta_type,expected_behavior,negative_boundary,preferred_evidence,notes,harmonization_disposition,disposition_rationale,row_role,priority,closure_wave,known_seed_slice,source_trace_strength,repo_evidence_status,official_java_surface,official_java_methods,official_cpp_surface,official_cpp_methods,official_fedpro_surface,official_fedpro_match_or_note,unsupported_boundary_candidate,suggested_repo_evidence_path,closure_task,coverage_risk_addressed,promotion_rule
HLA2025-FI-SVC-011,IEEE Std 1516.1-2025 Federate Interface Specification,4.12,58,shall,Federate Interface service catalog,Federation management,Resign Federation Execution,"Implement and expose the Resign Federation Execution RTI service from FI clause 4.12, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",modified,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 4.12; verify all clause 4.12.4 postcondition item(s) (4 extracted).",Boundary tests shall cover clause 4.12.3 precondition item(s) (9 extracted) and exception/failure outcomes: Invalid resign directive; Cannot resign due to pending attempt to acquire instance attribute ownership; The joined federate owns instance attributes; The federate is not a federation execution member; The specified federation execution does not exist; Not connected; RTI internal error.,"Executable service test for RTIambassador method(s): resignFederationExecution; include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=9; extracted_postconditions=4; extracted_exceptions=7; 2025 Java method(s): resignFederationExecution,covered,Repo evidence and executable anchors are recorded in 2025-federate-membership-and-resign-services.,service-or-callback,P0,1-fi-service-and-binding-disposition,2025-federate-membership-and-resign-services,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,resignFederationExecution,present,resignFederationExecution,present,resignFederationExecution,no,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-012,IEEE Std 1516.1-2025 Federate Interface Specification,4.13,60,shall,Federate Interface service catalog,Federation management,Federate Resigned †,"Implement and expose the Federate Resigned callback service from FI clause 4.13, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",new,"On valid callback service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 4.13; verify all clause 4.13.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 4.13.3 precondition item(s) (1 extracted) and exception/failure outcomes: Federate internal error.,Callback delivery test for FederateAmbassador method(s): federateResigned; run under EVOKED and IMMEDIATE where applicable; include exception-path callback handling.,extracted_preconditions=1; extracted_postconditions=1; extracted_exceptions=1; 2025 Java method(s): federateResigned,covered,Repo evidence and executable anchors are recorded in 2025-federate-membership-and-resign-services.,service-or-callback,P0,1-fi-service-and-binding-disposition,2025-federate-membership-and-resign-services,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,federateResigned,present,federateResigned,present,federateResigned,no,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-013,IEEE Std 1516.1-2025 Federate Interface Specification,4.14,60,shall,Federate Interface service catalog,Federation management,Register Federation Synchronization Point,"Implement and expose the Register Federation Synchronization Point RTI service from FI clause 4.14, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 4.14; verify all clause 4.14.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 4.14.3 precondition item(s) (7 extracted) and exception/failure outcomes: Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error.,"Executable service test for RTIambassador method(s): registerFederationSynchronizationPoint (2 overloads); include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=7; extracted_postconditions=1; extracted_exceptions=5; 2025 Java method(s): registerFederationSynchronizationPoint,covered,Repo evidence and executable anchors are recorded in 2025-synchronization-point-services.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-synchronization-point-services,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,registerFederationSynchronizationPoint,present,registerFederationSynchronizationPoint,present,registerFederationSynchronizationPoint,no,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-014,IEEE Std 1516.1-2025 Federate Interface Specification,4.15,61,shall,Federate Interface service catalog,Federation management,Confirm Synchronization Point Registration †,"Implement and expose the Confirm Synchronization Point Registration callback service from FI clause 4.15, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid callback service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 4.15; verify all clause 4.15.4 postcondition item(s) (2 extracted).",Boundary tests shall cover clause 4.15.3 precondition item(s) (5 extracted) and exception/failure outcomes: Federate internal error.,Callback delivery test for FederateAmbassador method(s): synchronizationPointRegistrationSucceeded; synchronizationPointRegistrationFailed; run under EVOKED and IMMEDIATE where applicable; include exception-path callback handling.,"extracted_preconditions=5; extracted_postconditions=2; extracted_exceptions=1; 2025 Java method(s): synchronizationPointRegistrationFailed, synchronizationPointRegistrationSucceeded",covered,Repo evidence and executable anchors are recorded in 2025-synchronization-point-services.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-synchronization-point-services,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,synchronizationPointRegistrationFailed; synchronizationPointRegistrationSucceeded,present,synchronizationPointRegistrationFailed; synchronizationPointRegistrationSucceeded,present,synchronizationPointRegistrationFailed; synchronizationPointRegistrationSucceeded,no,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-015,IEEE Std 1516.1-2025 Federate Interface Specification,4.16,62,shall,Federate Interface service catalog,Federation management,Announce Synchronization Point †,"Implement and expose the Announce Synchronization Point callback service from FI clause 4.16, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid callback service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 4.16; verify all clause 4.16.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 4.16.3 precondition item(s) (5 extracted) and exception/failure outcomes: Federate internal error.,Callback delivery test for FederateAmbassador method(s): announceSynchronizationPoint; run under EVOKED and IMMEDIATE where applicable; include exception-path callback handling.,extracted_preconditions=5; extracted_postconditions=1; extracted_exceptions=1; 2025 Java method(s): announceSynchronizationPoint,covered,Repo evidence and executable anchors are recorded in 2025-synchronization-point-services.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-synchronization-point-services,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,announceSynchronizationPoint,present,announceSynchronizationPoint,present,announceSynchronizationPoint,no,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-016,IEEE Std 1516.1-2025 Federate Interface Specification,4.17,63,shall,Federate Interface service catalog,Federation management,Synchronization Point Achieved,"Implement and expose the Synchronization Point Achieved RTI service from FI clause 4.17, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 4.17; verify all clause 4.17.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 4.17.3 precondition item(s) (6 extracted) and exception/failure outcomes: The synchronization point label is not announced; Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error.,"Executable service test for RTIambassador method(s): synchronizationPointAchieved (2 overloads); include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=6; extracted_postconditions=1; extracted_exceptions=6; 2025 Java method(s): synchronizationPointAchieved,covered,Repo evidence and executable anchors are recorded in 2025-synchronization-point-services.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-synchronization-point-services,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,synchronizationPointAchieved,present,synchronizationPointAchieved,present,synchronizationPointAchieved,no,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-017,IEEE Std 1516.1-2025 Federate Interface Specification,4.18,64,shall,Federate Interface service catalog,Federation management,Federation Synchronized †,"Implement and expose the Federation Synchronized callback service from FI clause 4.18, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid callback service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 4.18; verify all clause 4.18.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 4.18.3 precondition item(s) (7 extracted) and exception/failure outcomes: Federate internal error.,Callback delivery test for FederateAmbassador method(s): federationSynchronized; run under EVOKED and IMMEDIATE where applicable; include exception-path callback handling.,extracted_preconditions=7; extracted_postconditions=1; extracted_exceptions=1; 2025 Java method(s): federationSynchronized,covered,Repo evidence and executable anchors are recorded in 2025-synchronization-point-services.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-synchronization-point-services,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,federationSynchronized,present,federationSynchronized,present,federationSynchronized,no,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-018,IEEE Std 1516.1-2025 Federate Interface Specification,4.19,65,shall,Federate Interface service catalog,Federation management,Request Federation Save,"Implement and expose the Request Federation Save RTI service from FI clause 4.19, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 4.19; verify all clause 4.19.4 postcondition item(s) (2 extracted).",Boundary tests shall cover clause 4.19.3 precondition item(s) (8 extracted) and exception/failure outcomes: Timestamp has already passed (if optional timestamp argument supplied); Timestamp is invalid (if optional timestamp argument is supplied); Federate may not use the timestamp argument (if optional timestamp argument is supplied); Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI int….,"Executable service test for RTIambassador method(s): requestFederationSave (2 overloads); include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=8; extracted_postconditions=2; extracted_exceptions=8; 2025 Java method(s): requestFederationSave,covered,Repo evidence and executable anchors are recorded in 2025-save-restore-lifecycle.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-save-restore-lifecycle,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,requestFederationSave,present,requestFederationSave,present,requestFederationSave,no,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-019,IEEE Std 1516.1-2025 Federate Interface Specification,4.20,67,shall,Federate Interface service catalog,Federation management,Initiate Federate Save †,"Implement and expose the Initiate Federate Save callback service from FI clause 4.20, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid callback service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 4.20; verify all clause 4.20.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 4.20.3 precondition item(s) (5 extracted) and exception/failure outcomes: Federate internal error.,Callback delivery test for FederateAmbassador method(s): initiateFederateSave (2 overloads); run under EVOKED and IMMEDIATE where applicable; include exception-path callback handling.,extracted_preconditions=5; extracted_postconditions=1; extracted_exceptions=1; 2025 Java method(s): initiateFederateSave,covered,Repo evidence and executable anchors are recorded in 2025-save-restore-lifecycle.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-save-restore-lifecycle,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,initiateFederateSave,present,initiateFederateSave,present,initiateFederateSave,no,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-020,IEEE Std 1516.1-2025 Federate Interface Specification,4.21,67,shall,Federate Interface service catalog,Federation management,Federate Save Begun,"Implement and expose the Federate Save Begun RTI service from FI clause 4.21, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 4.21; verify all clause 4.21.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 4.21.3 precondition item(s) (6 extracted) and exception/failure outcomes: Save not initiated; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error.,"Executable service test for RTIambassador method(s): federateSaveBegun; include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=6; extracted_postconditions=1; extracted_exceptions=5; 2025 Java method(s): federateSaveBegun,covered,Repo evidence and executable anchors are recorded in 2025-save-restore-lifecycle.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-save-restore-lifecycle,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,federateSaveBegun,present,federateSaveBegun,present,federateSaveBegun,no,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
