id,area,service_group,service_or_check,clause,page,delta_type,harmonization_disposition,priority,closure_wave,known_seed_slice,official_java_surface,official_cpp_surface,official_fedpro_surface,unsupported_boundary_candidate,suggested_repo_evidence_path,closure_task,disposition_rationale
HLA2025-OMT-CV-006,OMT validator-negative conformance,Schema identity and reference constraints,keyref:dataTypeRef,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-007,OMT validator-negative conformance,Schema identity and reference constraints,key:dimensionKey,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-008,OMT validator-negative conformance,Schema identity and reference constraints,keyref:dimensionRef,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-009,OMT validator-negative conformance,Schema identity and reference constraints,key:transportationKey,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-010,OMT validator-negative conformance,Schema identity and reference constraints,keyref:transportationRef,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-011,OMT validator-negative conformance,Schema identity and reference constraints,unique:className,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-012,OMT validator-negative conformance,Schema identity and reference constraints,unique:attributeName,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-013,OMT validator-negative conformance,Schema identity and reference constraints,unique:interactionName,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-014,OMT validator-negative conformance,Schema identity and reference constraints,unique:parameterName,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-015,OMT validator-negative conformance,Schema enumerations and value domains,enumeration:resignActionType,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-016,OMT validator-negative conformance,Schema enumerations and value domains,enumeration:reliableEnumeration,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-017,OMT validator-negative conformance,Schema enumerations and value domains,enumeration:sharingEnumeration,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-018,OMT validator-negative conformance,Schema enumerations and value domains,enumeration:orderEnumeration,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-019,OMT validator-negative conformance,Schema enumerations and value domains,enumeration:endianEnumeration,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-020,OMT validator-negative conformance,Schema enumerations and value domains,enumeration:OMTypeEnumeration,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-021,OMT validator-negative conformance,Schema enumerations and value domains,enumeration:capabilityEnumeration,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-022,OMT validator-negative conformance,Schema enumerations and value domains,enumeration:updateEnumeration,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-023,OMT validator-negative conformance,Schema enumerations and value domains,enumeration:ownershipEnumeration,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-024,OMT validator-negative conformance,Schema enumerations and value domains,enumeration:ValueRequiredEnumeration,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-025,OMT validator-negative conformance,Schema enumerations and value domains,enumeration:SecurityClassificationEnumeration,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-026,OMT validator-negative conformance,Schema enumerations and value domains,enumeration:ApplicationDomainEnumeration,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-027,OMT validator-negative conformance,Schema enumerations and value domains,enumeration:fixedRecordEncodingEnumeration,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-028,OMT validator-negative conformance,Schema enumerations and value domains,enumeration:variantRecordEncodingEnumeration,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-OMT-CV-029,OMT validator-negative conformance,Schema enumerations and value domains,enumeration:POCTypeEnumeration,6.2,90,verification,covered,P0,2-omt-field-and-validator-fixtures,2025-omt-schema-constraint-validation,n/a,n/a,n/a,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/validation.py; docs/requirements/ieee-1516-2025/encoding_auth_work_packet/09-standards-subset/IEEE1516-OMT-2025.xsd,Keep the harmonization row linked to the recorded finish-line slice and validation fixture coverage; extend only if this slice claims broader behavior.,Repo evidence and executable fixture anchors are recorded in 2025-omt-schema-constraint-validation.
HLA2025-FR-001,Framework and Rules,Federation rules,Federation FOM,5.1,31,carry-forward,duplicate/umbrella,P2,4-framework-som-rule-decomposition,fom validation/merge slice,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/framework_rules.md; docs/evidence/spec2025/traceability_matrix.json; linked FI/OMT child rows,"Keep the child-row map, canonical owner doc, and linked FI/OMT/runtime evidence anchors synchronized; do not relabel this framework umbrella as standalone proof.",Framework umbrella row is intentionally maintained as a non-standalone parent; linked child FI/OMT/runtime rows plus the canonical owner doc carry the executable or bounded proof.
HLA2025-FR-002,Framework and Rules,Federation rules,Federate-held object state,5.2,32,carry-forward,duplicate/umbrella,P2,4-framework-som-rule-decomposition,,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/framework_rules.md; docs/evidence/spec2025/traceability_matrix.json; linked FI/OMT child rows,"Keep the child-row map, canonical owner doc, and linked FI/OMT/runtime evidence anchors synchronized; do not relabel this framework umbrella as standalone proof.",Framework umbrella row is intentionally maintained as a non-standalone parent; linked child FI/OMT/runtime rows plus the canonical owner doc carry the executable or bounded proof.
HLA2025-FR-003,Framework and Rules,Federation rules,RTI-mediated FOM data exchange,5.3,32,carry-forward,duplicate/umbrella,P2,4-framework-som-rule-decomposition,fom validation/merge slice,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/framework_rules.md; docs/evidence/spec2025/traceability_matrix.json; linked FI/OMT child rows,"Keep the child-row map, canonical owner doc, and linked FI/OMT/runtime evidence anchors synchronized; do not relabel this framework umbrella as standalone proof.",Framework umbrella row is intentionally maintained as a non-standalone parent; linked child FI/OMT/runtime rows plus the canonical owner doc carry the executable or bounded proof.
HLA2025-FR-004,Framework and Rules,Federation rules,FI-conformant RTI interaction,5.4,32,carry-forward,duplicate/umbrella,P2,4-framework-som-rule-decomposition,,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/framework_rules.md; docs/evidence/spec2025/traceability_matrix.json; linked FI/OMT child rows,"Keep the child-row map, canonical owner doc, and linked FI/OMT/runtime evidence anchors synchronized; do not relabel this framework umbrella as standalone proof.",Framework umbrella row is intentionally maintained as a non-standalone parent; linked child FI/OMT/runtime rows plus the canonical owner doc carry the executable or bounded proof.
HLA2025-FR-005,Framework and Rules,Federation rules,Single-owner instance attributes,5.5,33,carry-forward,duplicate/umbrella,P2,4-framework-som-rule-decomposition,,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/framework_rules.md; docs/evidence/spec2025/traceability_matrix.json; linked FI/OMT child rows,"Keep the child-row map, canonical owner doc, and linked FI/OMT/runtime evidence anchors synchronized; do not relabel this framework umbrella as standalone proof.",Framework umbrella row is intentionally maintained as a non-standalone parent; linked child FI/OMT/runtime rows plus the canonical owner doc carry the executable or bounded proof.
HLA2025-FR-006,Framework and Rules,Federate rules,Federate SOM,6.1,33,carry-forward,duplicate/umbrella,P1,4-framework-som-rule-decomposition,,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/framework_rules.md; docs/evidence/spec2025/traceability_matrix.json; linked FI/OMT child rows,"Keep the child-row map, canonical owner doc, and linked FI/OMT/runtime evidence anchors synchronized; do not relabel this framework umbrella as standalone proof.",Framework umbrella row is intentionally maintained as a non-standalone parent; linked child FI/OMT/runtime rows plus the canonical owner doc carry the executable or bounded proof.
HLA2025-FR-007,Framework and Rules,Federate rules,SOM-declared data exchange capability,6.2,33,carry-forward,duplicate/umbrella,P1,4-framework-som-rule-decomposition,,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/framework_rules.md; docs/evidence/spec2025/traceability_matrix.json; linked FI/OMT child rows,"Keep the child-row map, canonical owner doc, and linked FI/OMT/runtime evidence anchors synchronized; do not relabel this framework umbrella as standalone proof.",Framework umbrella row is intentionally maintained as a non-standalone parent; linked child FI/OMT/runtime rows plus the canonical owner doc carry the executable or bounded proof.
HLA2025-FR-008,Framework and Rules,Federate rules,SOM-declared ownership capability,6.3,33,carry-forward,duplicate/umbrella,P1,4-framework-som-rule-decomposition,,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/framework_rules.md; docs/evidence/spec2025/traceability_matrix.json; linked FI/OMT child rows,"Keep the child-row map, canonical owner doc, and linked FI/OMT/runtime evidence anchors synchronized; do not relabel this framework umbrella as standalone proof.",Framework umbrella row is intentionally maintained as a non-standalone parent; linked child FI/OMT/runtime rows plus the canonical owner doc carry the executable or bounded proof.
HLA2025-FR-009,Framework and Rules,Federate rules,SOM-declared update conditions,6.4,34,carry-forward,duplicate/umbrella,P1,4-framework-som-rule-decomposition,,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/framework_rules.md; docs/evidence/spec2025/traceability_matrix.json; linked FI/OMT child rows,"Keep the child-row map, canonical owner doc, and linked FI/OMT/runtime evidence anchors synchronized; do not relabel this framework umbrella as standalone proof.",Framework umbrella row is intentionally maintained as a non-standalone parent; linked child FI/OMT/runtime rows plus the canonical owner doc carry the executable or bounded proof.
HLA2025-FR-010,Framework and Rules,Federate rules,Local time management,6.5,34,carry-forward,duplicate/umbrella,P2,4-framework-som-rule-decomposition,logical time baseline,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/framework_rules.md; docs/evidence/spec2025/traceability_matrix.json; linked FI/OMT child rows,"Keep the child-row map, canonical owner doc, and linked FI/OMT/runtime evidence anchors synchronized; do not relabel this framework umbrella as standalone proof.",Framework umbrella row is intentionally maintained as a non-standalone parent; linked child FI/OMT/runtime rows plus the canonical owner doc carry the executable or bounded proof.
HLA2025-FI-CB-001,Callback/configuration/binding deltas,Callback model and bindings,Callback model selection,4.2,51,modified,duplicate/umbrella,P0,1-fi-service-and-binding-disposition,factory/auth connect slice; fom validation/merge slice,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/callback_binding_deltas.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/test_hla_factory_composition.py; tests/transport/test_grpc_transport_2025.py,"Keep the child-row links, canonical owner doc, and binding-specific evidence anchors synchronized; do not relabel this umbrella row as standalone proof.",Backlog-theme delta row is intentionally maintained as a non-standalone umbrella; child FI/binding rows plus the canonical owner doc carry the executable proof.
HLA2025-FI-CB-002,Callback/configuration/binding deltas,Callback model and bindings,Evoke Callback,10.57,285,carry-forward,duplicate/umbrella,P1,1-fi-service-and-binding-disposition,fom validation/merge slice,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/callback_binding_deltas.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/backends/test_python_backend_support_services.py; docs/evidence/shim_routes/java-standard-2025.json,"Keep the child-row links, canonical owner doc, and binding-specific evidence anchors synchronized; do not relabel this umbrella row as standalone proof.",Backlog-theme delta row is intentionally maintained as a non-standalone umbrella; child FI/binding rows plus the canonical owner doc carry the executable proof.
HLA2025-FI-CB-003,Callback/configuration/binding deltas,Callback model and bindings,Evoke Multiple Callbacks,10.58,285,carry-forward,duplicate/umbrella,P1,1-fi-service-and-binding-disposition,fom validation/merge slice,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/callback_binding_deltas.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/backends/test_python_backend_support_services.py; docs/evidence/shim_routes/java-standard-2025.json,"Keep the child-row links, canonical owner doc, and binding-specific evidence anchors synchronized; do not relabel this umbrella row as standalone proof.",Backlog-theme delta row is intentionally maintained as a non-standalone umbrella; child FI/binding rows plus the canonical owner doc carry the executable proof.
HLA2025-FI-CB-004,Callback/configuration/binding deltas,Callback model and bindings,Enable/Disable Callbacks,10.59-10.60,286,carry-forward,duplicate/umbrella,P1,1-fi-service-and-binding-disposition,fom validation/merge slice,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/callback_binding_deltas.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py,"Keep the child-row links, canonical owner doc, and binding-specific evidence anchors synchronized; do not relabel this umbrella row as standalone proof.",Backlog-theme delta row is intentionally maintained as a non-standalone umbrella; child FI/binding rows plus the canonical owner doc carry the executable proof.
HLA2025-FI-CB-005,Callback/configuration/binding deltas,Callback model and bindings,Federate Resigned callback,4.13,60,new,duplicate/umbrella,P0,1-fi-service-and-binding-disposition,lifecycle/member-discovery starter slice; fom validation/merge slice,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/callback_binding_deltas.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py,"Keep the child-row links, canonical owner doc, and binding-specific evidence anchors synchronized; do not relabel this umbrella row as standalone proof.",Backlog-theme delta row is intentionally maintained as a non-standalone umbrella; child FI/binding rows plus the canonical owner doc carry the executable proof.
HLA2025-FI-CB-006,Callback/configuration/binding deltas,Callback model and bindings,Federation execution member reporting,4.10,56,new,duplicate/umbrella,P0,1-fi-service-and-binding-disposition,lifecycle/member-discovery starter slice; fom validation/merge slice,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/callback_binding_deltas.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py,"Keep the child-row links, canonical owner doc, and binding-specific evidence anchors synchronized; do not relabel this umbrella row as standalone proof.",Backlog-theme delta row is intentionally maintained as a non-standalone umbrella; child FI/binding rows plus the canonical owner doc carry the executable proof.
HLA2025-FI-CB-007,Callback/configuration/binding deltas,Callback model and bindings,Directed interaction callback parameterization,6.14-6.15,126,new,duplicate/umbrella,P0,1-fi-service-and-binding-disposition,fom validation/merge slice,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/callback_binding_deltas.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; packages/hla-verification/src/hla/verification/repo_internal/verification/spec2025_route_parity_matrix.py,"Keep the child-row links, canonical owner doc, and binding-specific evidence anchors synchronized; do not relabel this umbrella row as standalone proof.",Backlog-theme delta row is intentionally maintained as a non-standalone umbrella; child FI/binding rows plus the canonical owner doc carry the executable proof.
HLA2025-FI-CB-008,Callback/configuration/binding deltas,Callback model and bindings,Flush Queue Grant callback,8.13,202,new,duplicate/umbrella,P0,1-fi-service-and-binding-disposition,logical time baseline; fom validation/merge slice,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/callback_binding_deltas.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py,"Keep the child-row links, canonical owner doc, and binding-specific evidence anchors synchronized; do not relabel this umbrella row as standalone proof.",Backlog-theme delta row is intentionally maintained as a non-standalone umbrella; child FI/binding rows plus the canonical owner doc carry the executable proof.
HLA2025-FI-CFG-001,Callback/configuration/binding deltas,Callback model and bindings,Configuration and additional settings result,4.2,51,modified,duplicate/umbrella,P0,1-fi-service-and-binding-disposition,factory/auth connect slice; fom validation/merge slice,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/callback_binding_deltas.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/test_hla_factory_composition.py; tests/transport/test_grpc_transport_2025.py,"Keep the child-row links, canonical owner doc, and binding-specific evidence anchors synchronized; do not relabel this umbrella row as standalone proof.",Backlog-theme delta row is intentionally maintained as a non-standalone umbrella; child FI/binding rows plus the canonical owner doc carry the executable proof.
HLA2025-FI-AUTH-001,Callback/configuration/binding deltas,Callback model and bindings,Authorization credentials,4.2,51,modified,duplicate/umbrella,P0,1-fi-service-and-binding-disposition,factory/auth connect slice; fom validation/merge slice,n/a,n/a,n/a,no,docs/requirements/ieee-1516-2025/callback_binding_deltas.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/test_hla_factory_composition.py; packages/hla-rti-core/src/hla/rti/factory.py,"Keep the child-row links, canonical owner doc, and binding-specific evidence anchors synchronized; do not relabel this umbrella row as standalone proof.",Backlog-theme delta row is intentionally maintained as a non-standalone umbrella; child FI/binding rows plus the canonical owner doc carry the executable proof.
HLA2025-BIND-FEDPRO-001,Callback/configuration/binding deltas,Callback model and bindings,FedPro protocol split,binding,,binding-specific,duplicate/umbrella,P0,1-fi-service-and-binding-disposition,fom validation/merge slice,n/a,n/a,n/a,yes: binding-specific conformance boundary must be explicit,docs/requirements/ieee-1516-2025/callback_binding_deltas.md; tests/transport/test_grpc_transport_2025.py; packages/hla-verification/src/hla/verification/repo_internal/verification/spec2025_route_parity_matrix.py; packages/hla-transport-grpc/proto/rti1516_2025/fedpro,"Keep the child-row links, canonical owner doc, and binding-specific evidence anchors synchronized; do not relabel this umbrella row as standalone proof.",Backlog-theme delta row is intentionally maintained as a non-standalone umbrella; child FI/binding rows plus the canonical owner doc carry the executable proof.
