requirement_id,standard,clause,source_title,capability,feature,requirement_text,normative_keyword,implementation_area,verification_method,test_id,status,priority,source_note,requirement_type,parent_requirement_id,source_detail,service_name,service_direction,transport_scope,mom_observable,verification_notes
HLA1516.1-FM-4_26-PRE-002,IEEE 1516.1-2010,4.26,Federate Interface Specification,CAP-FM,FM-RESTORE,Federation Restore Begun  service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,shall,rti.callbacks.federation_management.federation_restore_begun,unit + negative-path conformance test,TEST-FM-4_26-PRE-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_26-001,4.26.3 Preconditions,Federation Restore Begun,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_26-PRE-003,IEEE 1516.1-2010,4.26,Federate Interface Specification,CAP-FM,FM-RESTORE,Federation Restore Begun  service shall enforce this precondition before successful completion: Federate save not in progress.,shall,rti.callbacks.federation_management.federation_restore_begun,unit + negative-path conformance test,TEST-FM-4_26-PRE-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_26-001,4.26.3 Preconditions,Federation Restore Begun,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_26-PRE-004,IEEE 1516.1-2010,4.26,Federate Interface Specification,CAP-FM,FM-RESTORE,Federation Restore Begun  service shall enforce this precondition before successful completion: Federate restore not in progress.,shall,rti.callbacks.federation_management.federation_restore_begun,unit + negative-path conformance test,TEST-FM-4_26-PRE-004,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_26-001,4.26.3 Preconditions,Federation Restore Begun,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_26-EFF-001,IEEE 1516.1-2010,4.26,Federate Interface Specification,CAP-FM,FM-RESTORE,"On successful Federation Restore Begun  service, the RTI shall establish this postcondition: The joined federate has been instructed to stop providing new information to the federation.",shall,rti.callbacks.federation_management.federation_restore_begun,state-machine integration test,TEST-FM-4_26-EFF-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_26-001,4.26.4 Postconditions,Federation Restore Begun,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_26-EXC-001,IEEE 1516.1-2010,4.26,Federate Interface Specification,CAP-FM,FM-RESTORE,Federation Restore Begun  service shall report the defined exception/failure condition when applicable: Federate internal error.,shall,rti.callbacks.federation_management.federation_restore_begun,unit + negative-path conformance test,TEST-FM-4_26-EXC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_26-001,4.26.5 Exceptions,Federation Restore Begun,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_27-SVC-001,IEEE 1516.1-2010,4.27,Federate Interface Specification,CAP-FM,FM-RESTORE,RTI/federate interface shall provide Initiate Federate Restore  service as a RTI-initiated callback in the Federation Management service group.,shall,rti.callbacks.federation_management.initiate_federate_restore,API conformance + integration test,TEST-FM-4_27-SVC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,SVC,HLA1516.1-FM-4_27-001,4.27 service heading and overview,Initiate Federate Restore,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_27-CB-001,IEEE 1516.1-2010,4.27,Federate Interface Specification,CAP-FM,FM-RESTORE,The FederateAmbassador shall expose a callback handler for Initiate Federate Restore and the RTI shall invoke it only under the service's defined conditions.,shall,rti.callbacks.federation_management.initiate_federate_restore,callback integration test,TEST-FM-4_27-CB-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,CB,HLA1516.1-FM-4_27-001,4.27 RTI-initiated service,Initiate Federate Restore,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_27-ARG-001,IEEE 1516.1-2010,4.27,Federate Interface Specification,CAP-FM,FM-RESTORE,Initiate Federate Restore  service shall accept and validate supplied argument: Federation save label.,shall,rti.callbacks.federation_management.initiate_federate_restore,unit + negative-path conformance test,TEST-FM-4_27-ARG-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_27-001,4.27.1 Supplied arguments,Initiate Federate Restore,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_27-ARG-002,IEEE 1516.1-2010,4.27,Federate Interface Specification,CAP-FM,FM-RESTORE,Initiate Federate Restore  service shall accept and validate supplied argument: Joined federate designator.,shall,rti.callbacks.federation_management.initiate_federate_restore,unit + negative-path conformance test,TEST-FM-4_27-ARG-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_27-001,4.27.1 Supplied arguments,Initiate Federate Restore,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_27-ARG-003,IEEE 1516.1-2010,4.27,Federate Interface Specification,CAP-FM,FM-RESTORE,Initiate Federate Restore  service shall accept and validate supplied argument: Federate name.,shall,rti.callbacks.federation_management.initiate_federate_restore,unit + negative-path conformance test,TEST-FM-4_27-ARG-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_27-001,4.27.1 Supplied arguments,Initiate Federate Restore,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_27-PRE-001,IEEE 1516.1-2010,4.27,Federate Interface Specification,CAP-FM,FM-RESTORE,Initiate Federate Restore  service shall enforce this precondition before successful completion: The federation execution exists.,shall,rti.callbacks.federation_management.initiate_federate_restore,unit + negative-path conformance test,TEST-FM-4_27-PRE-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_27-001,4.27.3 Preconditions,Initiate Federate Restore,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_27-PRE-002,IEEE 1516.1-2010,4.27,Federate Interface Specification,CAP-FM,FM-RESTORE,Initiate Federate Restore  service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,shall,rti.callbacks.federation_management.initiate_federate_restore,unit + negative-path conformance test,TEST-FM-4_27-PRE-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_27-001,4.27.3 Preconditions,Initiate Federate Restore,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_27-PRE-003,IEEE 1516.1-2010,4.27,Federate Interface Specification,CAP-FM,FM-RESTORE,Initiate Federate Restore  service shall enforce this precondition before successful completion: The joined federate has a save with the specified label.,shall,rti.callbacks.federation_management.initiate_federate_restore,unit + negative-path conformance test,TEST-FM-4_27-PRE-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_27-001,4.27.3 Preconditions,Initiate Federate Restore,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_27-PRE-004,IEEE 1516.1-2010,4.27,Federate Interface Specification,CAP-FM,FM-RESTORE,Initiate Federate Restore  service shall enforce this precondition before successful completion: Federate save not in progress.,shall,rti.callbacks.federation_management.initiate_federate_restore,unit + negative-path conformance test,TEST-FM-4_27-PRE-004,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_27-001,4.27.3 Preconditions,Initiate Federate Restore,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_27-EFF-001,IEEE 1516.1-2010,4.27,Federate Interface Specification,CAP-FM,FM-RESTORE,"On successful Initiate Federate Restore  service, the RTI shall establish this postcondition: The joined federate has been informed to begin restoring state.",shall,rti.callbacks.federation_management.initiate_federate_restore,state-machine integration test,TEST-FM-4_27-EFF-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_27-001,4.27.4 Postconditions,Initiate Federate Restore,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_27-EFF-002,IEEE 1516.1-2010,4.27,Federate Interface Specification,CAP-FM,FM-RESTORE,"On successful Initiate Federate Restore  service, the RTI shall establish this postcondition: The joined federate’s designator and name may be changed.",shall,rti.callbacks.federation_management.initiate_federate_restore,state-machine integration test,TEST-FM-4_27-EFF-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_27-001,4.27.4 Postconditions,Initiate Federate Restore,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_27-EXC-001,IEEE 1516.1-2010,4.27,Federate Interface Specification,CAP-FM,FM-RESTORE,Initiate Federate Restore  service shall report the defined exception/failure condition when applicable: Federate internal error.,shall,rti.callbacks.federation_management.initiate_federate_restore,unit + negative-path conformance test,TEST-FM-4_27-EXC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_27-001,4.27.5 Exceptions,Initiate Federate Restore,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_28-SVC-001,IEEE 1516.1-2010,4.28,Federate Interface Specification,CAP-FM,FM-RESTORE,RTI/federate interface shall provide Federate Restore Complete service as a federate-initiated service in the Federation Management service group.,shall,rti.federation_management.federate_restore_complete,API conformance + integration test,TEST-FM-4_28-SVC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,SVC,HLA1516.1-FM-4_28-001,4.28 service heading and overview,Federate Restore Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_28-ARG-001,IEEE 1516.1-2010,4.28,Federate Interface Specification,CAP-FM,FM-RESTORE,Federate Restore Complete service shall accept and validate supplied argument: Federate restore-success indicator.,shall,rti.federation_management.federate_restore_complete,unit + negative-path conformance test,TEST-FM-4_28-ARG-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_28-001,4.28.1 Supplied arguments,Federate Restore Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_28-PRE-001,IEEE 1516.1-2010,4.28,Federate Interface Specification,CAP-FM,FM-RESTORE,Federate Restore Complete service shall enforce this precondition before successful completion: The federate is connected to the RTI.,shall,rti.federation_management.federate_restore_complete,unit + negative-path conformance test,TEST-FM-4_28-PRE-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_28-001,4.28.3 Preconditions,Federate Restore Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_28-PRE-002,IEEE 1516.1-2010,4.28,Federate Interface Specification,CAP-FM,FM-RESTORE,Federate Restore Complete service shall enforce this precondition before successful completion: The federation execution exists.,shall,rti.federation_management.federate_restore_complete,unit + negative-path conformance test,TEST-FM-4_28-PRE-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_28-001,4.28.3 Preconditions,Federate Restore Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_28-PRE-003,IEEE 1516.1-2010,4.28,Federate Interface Specification,CAP-FM,FM-RESTORE,Federate Restore Complete service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,shall,rti.federation_management.federate_restore_complete,unit + negative-path conformance test,TEST-FM-4_28-PRE-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_28-001,4.28.3 Preconditions,Federate Restore Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_28-PRE-004,IEEE 1516.1-2010,4.28,Federate Interface Specification,CAP-FM,FM-RESTORE,Federate Restore Complete service shall enforce this precondition before successful completion: The joined federate was directed to restore through invocation of the Initiate Restore service.,shall,rti.federation_management.federate_restore_complete,unit + negative-path conformance test,TEST-FM-4_28-PRE-004,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_28-001,4.28.3 Preconditions,Federate Restore Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_28-PRE-005,IEEE 1516.1-2010,4.28,Federate Interface Specification,CAP-FM,FM-RESTORE,"Federate Restore Complete service shall enforce this precondition before successful completion: If the restore was successful, the joined federate is in a state identical to the state that either it or some other joined federate of its type was in when the federation save associated with the supplied label occurred, with the distinction that the joined federate is now waiting for an invocation of the Federation Restored service.",shall,rti.federation_management.federate_restore_complete,unit + negative-path conformance test,TEST-FM-4_28-PRE-005,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_28-001,4.28.3 Preconditions,Federate Restore Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_28-PRE-006,IEEE 1516.1-2010,4.28,Federate Interface Specification,CAP-FM,FM-RESTORE,"Federate Restore Complete service shall enforce this precondition before successful completion: If the restore was unsuccessful, the joined federate is in an undefined state.",shall,rti.federation_management.federate_restore_complete,unit + negative-path conformance test,TEST-FM-4_28-PRE-006,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_28-001,4.28.3 Preconditions,Federate Restore Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_28-PRE-007,IEEE 1516.1-2010,4.28,Federate Interface Specification,CAP-FM,FM-RESTORE,Federate Restore Complete service shall enforce this precondition before successful completion: Federate save not in progress.,shall,rti.federation_management.federate_restore_complete,unit + negative-path conformance test,TEST-FM-4_28-PRE-007,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_28-001,4.28.3 Preconditions,Federate Restore Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_28-EFF-001,IEEE 1516.1-2010,4.28,Federate Interface Specification,CAP-FM,FM-RESTORE,"On successful Federate Restore Complete service, the RTI shall establish this postcondition: The RTI has been informed of the status of the restore attempt.",shall,rti.federation_management.federate_restore_complete,state-machine integration test,TEST-FM-4_28-EFF-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_28-001,4.28.4 Postconditions,Federate Restore Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_28-EXC-001,IEEE 1516.1-2010,4.28,Federate Interface Specification,CAP-FM,FM-RESTORE,Federate Restore Complete service shall report the defined exception/failure condition when applicable: Restore not requested.,shall,rti.federation_management.federate_restore_complete,unit + negative-path conformance test,TEST-FM-4_28-EXC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_28-001,4.28.5 Exceptions,Federate Restore Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_28-EXC-002,IEEE 1516.1-2010,4.28,Federate Interface Specification,CAP-FM,FM-RESTORE,Federate Restore Complete service shall report the defined exception/failure condition when applicable: Federate save in progress.,shall,rti.federation_management.federate_restore_complete,unit + negative-path conformance test,TEST-FM-4_28-EXC-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_28-001,4.28.5 Exceptions,Federate Restore Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_28-EXC-003,IEEE 1516.1-2010,4.28,Federate Interface Specification,CAP-FM,FM-RESTORE,Federate Restore Complete service shall report the defined exception/failure condition when applicable: The federate is not a federation execution member.,shall,rti.federation_management.federate_restore_complete,unit + negative-path conformance test,TEST-FM-4_28-EXC-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_28-001,4.28.5 Exceptions,Federate Restore Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_28-EXC-004,IEEE 1516.1-2010,4.28,Federate Interface Specification,CAP-FM,FM-RESTORE,Federate Restore Complete service shall report the defined exception/failure condition when applicable: Not connected.,shall,rti.federation_management.federate_restore_complete,unit + negative-path conformance test,TEST-FM-4_28-EXC-004,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_28-001,4.28.5 Exceptions,Federate Restore Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_28-EXC-005,IEEE 1516.1-2010,4.28,Federate Interface Specification,CAP-FM,FM-RESTORE,Federate Restore Complete service shall report the defined exception/failure condition when applicable: RTI internal error.,shall,rti.federation_management.federate_restore_complete,unit + negative-path conformance test,TEST-FM-4_28-EXC-005,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_28-001,4.28.5 Exceptions,Federate Restore Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_29-SVC-001,IEEE 1516.1-2010,4.29,Federate Interface Specification,CAP-FM,FM-RESTORE,RTI/federate interface shall provide Federation Restored  service as a RTI-initiated callback in the Federation Management service group.,shall,rti.callbacks.federation_management.federation_restored,API conformance + integration test,TEST-FM-4_29-SVC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,SVC,HLA1516.1-FM-4_29-001,4.29 service heading and overview,Federation Restored,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_29-CB-001,IEEE 1516.1-2010,4.29,Federate Interface Specification,CAP-FM,FM-RESTORE,The FederateAmbassador shall expose a callback handler for Federation Restored and the RTI shall invoke it only under the service's defined conditions.,shall,rti.callbacks.federation_management.federation_restored,callback integration test,TEST-FM-4_29-CB-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,CB,HLA1516.1-FM-4_29-001,4.29 RTI-initiated service,Federation Restored,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_29-ARG-001,IEEE 1516.1-2010,4.29,Federate Interface Specification,CAP-FM,FM-RESTORE,Federation Restored  service shall accept and validate supplied argument: Federation restore-success indicator.,shall,rti.callbacks.federation_management.federation_restored,unit + negative-path conformance test,TEST-FM-4_29-ARG-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_29-001,4.29.1 Supplied arguments,Federation Restored,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_29-ARG-002,IEEE 1516.1-2010,4.29,Federate Interface Specification,CAP-FM,FM-RESTORE,Federation Restored  service shall accept and validate supplied argument: Optional failure reason.,shall,rti.callbacks.federation_management.federation_restored,unit + negative-path conformance test,TEST-FM-4_29-ARG-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_29-001,4.29.1 Supplied arguments,Federation Restored,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_29-PRE-001,IEEE 1516.1-2010,4.29,Federate Interface Specification,CAP-FM,FM-RESTORE,Federation Restored  service shall enforce this precondition before successful completion: The federation execution exists.,shall,rti.callbacks.federation_management.federation_restored,unit + negative-path conformance test,TEST-FM-4_29-PRE-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_29-001,4.29.3 Preconditions,Federation Restored,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_29-PRE-002,IEEE 1516.1-2010,4.29,Federate Interface Specification,CAP-FM,FM-RESTORE,Federation Restored  service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,shall,rti.callbacks.federation_management.federation_restored,unit + negative-path conformance test,TEST-FM-4_29-PRE-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_29-001,4.29.3 Preconditions,Federation Restored,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_29-PRE-003,IEEE 1516.1-2010,4.29,Federate Interface Specification,CAP-FM,FM-RESTORE,Federation Restored  service shall enforce this precondition before successful completion: The joined federate has a save with the specified label.,shall,rti.callbacks.federation_management.federation_restored,unit + negative-path conformance test,TEST-FM-4_29-PRE-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_29-001,4.29.3 Preconditions,Federation Restored,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_29-PRE-004,IEEE 1516.1-2010,4.29,Federate Interface Specification,CAP-FM,FM-RESTORE,Federation Restored  service shall enforce this precondition before successful completion: Federate save not in progress.,shall,rti.callbacks.federation_management.federation_restored,unit + negative-path conformance test,TEST-FM-4_29-PRE-004,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_29-001,4.29.3 Preconditions,Federation Restored,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_29-EFF-001,IEEE 1516.1-2010,4.29,Federate Interface Specification,CAP-FM,FM-RESTORE,"On successful Federation Restored  service, the RTI shall establish this postcondition: The joined federate has been informed regarding the success or failure of the restoration attempt.",shall,rti.callbacks.federation_management.federation_restored,state-machine integration test,TEST-FM-4_29-EFF-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_29-001,4.29.4 Postconditions,Federation Restored,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_29-EFF-002,IEEE 1516.1-2010,4.29,Federate Interface Specification,CAP-FM,FM-RESTORE,"On successful Federation Restored  service, the RTI shall establish this postcondition: The joined federate may resume providing new information to the federation.",shall,rti.callbacks.federation_management.federation_restored,state-machine integration test,TEST-FM-4_29-EFF-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_29-001,4.29.4 Postconditions,Federation Restored,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_29-EXC-001,IEEE 1516.1-2010,4.29,Federate Interface Specification,CAP-FM,FM-RESTORE,Federation Restored  service shall report the defined exception/failure condition when applicable: Federate internal error.,shall,rti.callbacks.federation_management.federation_restored,unit + negative-path conformance test,TEST-FM-4_29-EXC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_29-001,4.29.5 Exceptions,Federation Restored,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,restore-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
