requirement_id,standard,clause,source_title,capability,feature,requirement_text,normative_keyword,implementation_area,verification_method,test_id,status,priority,source_note
HLA1516.2-OBJECT-CLASSES-005,IEEE 1516.2-2010 (2010 edition),4.2,Object Model Template Specification,CAP-OMT,OMT-OBJECT-CLASSES,Validator shall reject invalid object-class inheritance or duplicate class definitions.,shall,omt.object_classes,parser/validator unit test + round-trip test,TEST-OMT-005,Draft,P0,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-INTERACTION-CLASSES-006,IEEE 1516.2-2010 (2010 edition),4.3,Object Model Template Specification,CAP-OMT,OMT-INTERACTION-CLASSES,Parser shall preserve the interaction class hierarchy rooted at InteractionRoot.,shall,omt.interaction_classes,parser/validator unit test + round-trip test,TEST-OMT-006,Draft,P0,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-INTERACTION-CLASSES-007,IEEE 1516.2-2010 (2010 edition),4.3,Object Model Template Specification,CAP-OMT,OMT-INTERACTION-CLASSES,Validator shall reject invalid interaction-class inheritance or duplicate class definitions.,shall,omt.interaction_classes,parser/validator unit test + round-trip test,TEST-OMT-007,Draft,P0,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-ATTRIBUTES-008,IEEE 1516.2-2010 (2010 edition),4.4,Object Model Template Specification,CAP-OMT,OMT-ATTRIBUTES,"Parser shall preserve class-attribute metadata including datatype, update, transportation, order, dimension, sharing, and semantics fields.",shall,omt.attributes,parser/validator unit test + round-trip test,TEST-OMT-008,Draft,P0,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-ATTRIBUTES-009,IEEE 1516.2-2010 (2010 edition),4.4,Object Model Template Specification,CAP-OMT,OMT-ATTRIBUTES,"Validator shall ensure attributes reference valid classes, datatypes, transportation types, order types, dimensions, and update rates.",shall,omt.attributes,parser/validator unit test + round-trip test,TEST-OMT-009,Draft,P0,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-PARAMETERS-010,IEEE 1516.2-2010 (2010 edition),4.5,Object Model Template Specification,CAP-OMT,OMT-PARAMETERS,Parser shall preserve interaction-parameter metadata including datatype and semantics fields.,shall,omt.parameters,parser/validator unit test + round-trip test,TEST-OMT-010,Draft,P0,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-PARAMETERS-011,IEEE 1516.2-2010 (2010 edition),4.5,Object Model Template Specification,CAP-OMT,OMT-PARAMETERS,Validator shall ensure parameters reference valid interaction classes and datatypes.,shall,omt.parameters,parser/validator unit test + round-trip test,TEST-OMT-011,Draft,P0,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-DIMENSIONS-012,IEEE 1516.2-2010 (2010 edition),4.6,Object Model Template Specification,CAP-OMT,OMT-DIMENSIONS,Parser shall preserve dimension metadata used for DDM routing.,shall,omt.dimensions,parser/validator unit test + round-trip test,TEST-OMT-012,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-DIMENSIONS-013,IEEE 1516.2-2010 (2010 edition),4.6,Object Model Template Specification,CAP-OMT,OMT-DIMENSIONS,Validator shall ensure attributes and interaction classes reference only defined dimensions.,shall,omt.dimensions,parser/validator unit test + round-trip test,TEST-OMT-013,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-TIME-014,IEEE 1516.2-2010 (2010 edition),4.7,Object Model Template Specification,CAP-OMT,OMT-TIME,Parser shall preserve logical-time representation metadata.,shall,omt.time_representation,parser/validator unit test + round-trip test,TEST-OMT-014,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-TAGS-015,IEEE 1516.2-2010 (2010 edition),4.8,Object Model Template Specification,CAP-OMT,OMT-TAGS,Parser shall preserve user-supplied tag representation metadata.,shall,omt.tags,parser/validator unit test + round-trip test,TEST-OMT-015,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-SYNC-016,IEEE 1516.2-2010 (2010 edition),4.9,Object Model Template Specification,CAP-OMT,OMT-SYNC,Parser shall preserve synchronization point declarations.,shall,omt.synchronization,parser/validator unit test + round-trip test,TEST-OMT-016,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-TRANSPORTATION-017,IEEE 1516.2-2010 (2010 edition),4.10,Object Model Template Specification,CAP-OMT,OMT-TRANSPORTATION,Parser shall preserve transportation type definitions.,shall,omt.transportation,parser/validator unit test + round-trip test,TEST-OMT-017,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-UPDATE-RATE-018,IEEE 1516.2-2010 (2010 edition),4.11,Object Model Template Specification,CAP-OMT,OMT-UPDATE-RATE,Parser shall preserve update-rate designator definitions.,shall,omt.update_rates,parser/validator unit test + round-trip test,TEST-OMT-018,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-SWITCHES-019,IEEE 1516.2-2010 (2010 edition),4.12,Object Model Template Specification,CAP-OMT,OMT-SWITCHES,Parser shall preserve switch declarations.,shall,omt.switches,parser/validator unit test + round-trip test,TEST-OMT-019,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-DATATYPES-BASIC-020,IEEE 1516.2-2010 (2010 edition),4.13,Object Model Template Specification,CAP-OMT,OMT-DATATYPES-BASIC,Parser shall preserve basic datatype definitions.,shall,omt.datatypes.basic,parser/validator unit test + round-trip test,TEST-OMT-020,Draft,P0,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-DATATYPES-SIMPLE-021,IEEE 1516.2-2010 (2010 edition),4.13,Object Model Template Specification,CAP-OMT,OMT-DATATYPES-SIMPLE,Parser shall preserve simple datatype aliases and validate their base datatype references.,shall,omt.datatypes.simple,parser/validator unit test + round-trip test,TEST-OMT-021,Draft,P0,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-DATATYPES-ENUM-022,IEEE 1516.2-2010 (2010 edition),4.13,Object Model Template Specification,CAP-OMT,OMT-DATATYPES-ENUM,Parser shall preserve enumerated datatypes and their enumerator values.,shall,omt.datatypes.enumerated,parser/validator unit test + round-trip test,TEST-OMT-022,Draft,P0,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-DATATYPES-ARRAY-023,IEEE 1516.2-2010 (2010 edition),4.13,Object Model Template Specification,CAP-OMT,OMT-DATATYPES-ARRAY,Parser shall preserve fixed and variable array datatype definitions.,shall,omt.datatypes.arrays,parser/validator unit test + round-trip test,TEST-OMT-023,Draft,P0,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-DATATYPES-FIXED-RECORD-024,IEEE 1516.2-2010 (2010 edition),4.13,Object Model Template Specification,CAP-OMT,OMT-DATATYPES-FIXED-RECORD,Parser shall preserve fixed record datatype field ordering and field datatype references.,shall,omt.datatypes.fixed_records,parser/validator unit test + round-trip test,TEST-OMT-024,Draft,P0,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-DATATYPES-VARIANT-025,IEEE 1516.2-2010 (2010 edition),4.13,Object Model Template Specification,CAP-OMT,OMT-DATATYPES-VARIANT,"Parser shall preserve variant record discriminants, alternatives, and datatype references.",shall,omt.datatypes.variant_records,parser/validator unit test + round-trip test,TEST-OMT-025,Draft,P0,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-NOTES-026,IEEE 1516.2-2010 (2010 edition),4.14,Object Model Template Specification,CAP-OMT,OMT-NOTES,Parser and serializer shall preserve notes associated with OMT elements.,shall,omt.notes,parser/validator unit test + round-trip test,TEST-OMT-026,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-LEXICON-027,IEEE 1516.2-2010 (2010 edition),5,Object Model Template Specification,CAP-OMT,OMT-LEXICON,Object model documentation shall support FOM/SOM lexicon definition tables.,shall,omt.lexicon,parser/validator unit test + round-trip test,TEST-OMT-027,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-CONFORMANCE-028,IEEE 1516.2-2010 (2010 edition),6,Object Model Template Specification,CAP-OMT,OMT-CONFORMANCE,Validator shall classify OMT conformance against supported conformance labels and verification rules.,shall,omt.conformance,parser/validator unit test + round-trip test,TEST-OMT-028,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-MERGE-029,IEEE 1516.2-2010 (2010 edition),7,Object Model Template Specification,CAP-OMT,OMT-MERGE,Merger shall combine FOM/SOM modules according to standard module merging rules.,shall,omt.merge,parser/validator unit test + round-trip test,TEST-OMT-029,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-NORMALIZATION-030,IEEE 1516.2-2010 (2010 edition),Annex B,Object Model Template Specification,CAP-OMT,OMT-NORMALIZATION,Implementation shall support common normalization functions required for DDM dimension values.,shall,omt.normalization,parser/validator unit test + round-trip test,TEST-OMT-030,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-MERGE-PRINCIPLES-031,IEEE 1516.2-2010 (2010 edition),Annex C,Object Model Template Specification,CAP-OMT,OMT-MERGE-PRINCIPLES,Merger shall apply the normative module merging principles when composing object models.,shall,omt.merge,parser/validator unit test + round-trip test,TEST-OMT-031,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-XML-DIF-032,IEEE 1516.2-2010 (2010 edition),Annex D,Object Model Template Specification,CAP-XML,XML-DIF,Parser and serializer shall support the OMT data interchange format.,shall,omt.xml,parser/validator unit test + round-trip test,TEST-OMT-032,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-XML-SCHEMA-033,IEEE 1516.2-2010 (2010 edition),Annex E,Object Model Template Specification,CAP-XML,XML-SCHEMA,Validator shall reject OMT XML documents that do not conform to the OMT XML schema.,shall,omt.xml_schema,parser/validator unit test + round-trip test,TEST-OMT-033,Draft,P0,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
