test_id,requirement_id,capability,feature,test_level,transport,status,expected_evidence,verification_notes
TEST-HLA1516_1-MIM-PARAM-050-NATIVE,HLA1516.1-MIM-PARAM-050,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-050: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportFederateLost` shall expose parameter `HLAfaultDescription` with datatype `HLAunicodeString`.,
TEST-HLA1516_1-MIM-PARAM-050-GRPC,HLA1516.1-MIM-PARAM-050,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-050: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportFederateLost` shall expose parameter `HLAfaultDescription` with datatype `HLAunicodeString`.,
TEST-HLA1516_1-MIM-PARAM-050-REST,HLA1516.1-MIM-PARAM-050,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-050: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportFederateLost` shall expose parameter `HLAfaultDescription` with datatype `HLAunicodeString`.,
TEST-HLA1516_1-MIM-PARAM-051-NATIVE,HLA1516.1-MIM-PARAM-051,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-051: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportFOMmoduleData` shall expose parameter `HLAFOMmoduleIndicator` with datatype `HLAindex`.,
TEST-HLA1516_1-MIM-PARAM-051-GRPC,HLA1516.1-MIM-PARAM-051,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-051: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportFOMmoduleData` shall expose parameter `HLAFOMmoduleIndicator` with datatype `HLAindex`.,
TEST-HLA1516_1-MIM-PARAM-051-REST,HLA1516.1-MIM-PARAM-051,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-051: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportFOMmoduleData` shall expose parameter `HLAFOMmoduleIndicator` with datatype `HLAindex`.,
TEST-HLA1516_1-MIM-PARAM-052-NATIVE,HLA1516.1-MIM-PARAM-052,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-052: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportFOMmoduleData` shall expose parameter `HLAFOMmoduleData` with datatype `HLAunicodeString`.,
TEST-HLA1516_1-MIM-PARAM-052-GRPC,HLA1516.1-MIM-PARAM-052,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-052: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportFOMmoduleData` shall expose parameter `HLAFOMmoduleData` with datatype `HLAunicodeString`.,
TEST-HLA1516_1-MIM-PARAM-052-REST,HLA1516.1-MIM-PARAM-052,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-052: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportFOMmoduleData` shall expose parameter `HLAFOMmoduleData` with datatype `HLAunicodeString`.,
TEST-HLA1516_1-MIM-PARAM-053-NATIVE,HLA1516.1-MIM-PARAM-053,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-053: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAresignFederationExecution` shall expose parameter `HLAresignAction` with datatype `HLAresignAction`.,
TEST-HLA1516_1-MIM-PARAM-053-GRPC,HLA1516.1-MIM-PARAM-053,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-053: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAresignFederationExecution` shall expose parameter `HLAresignAction` with datatype `HLAresignAction`.,
TEST-HLA1516_1-MIM-PARAM-053-REST,HLA1516.1-MIM-PARAM-053,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-053: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAresignFederationExecution` shall expose parameter `HLAresignAction` with datatype `HLAresignAction`.,
TEST-HLA1516_1-MIM-PARAM-054-NATIVE,HLA1516.1-MIM-PARAM-054,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-054: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsynchronizationPointAchieved` shall expose parameter `HLAlabel` with datatype `HLAunicodeString`.,
TEST-HLA1516_1-MIM-PARAM-054-GRPC,HLA1516.1-MIM-PARAM-054,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-054: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsynchronizationPointAchieved` shall expose parameter `HLAlabel` with datatype `HLAunicodeString`.,
TEST-HLA1516_1-MIM-PARAM-054-REST,HLA1516.1-MIM-PARAM-054,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-054: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsynchronizationPointAchieved` shall expose parameter `HLAlabel` with datatype `HLAunicodeString`.,
TEST-HLA1516_1-MIM-PARAM-055-NATIVE,HLA1516.1-MIM-PARAM-055,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-055: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateSaveComplete` shall expose parameter `HLAsuccessIndicator` with datatype `HLAboolean`.,
TEST-HLA1516_1-MIM-PARAM-055-GRPC,HLA1516.1-MIM-PARAM-055,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-055: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateSaveComplete` shall expose parameter `HLAsuccessIndicator` with datatype `HLAboolean`.,
TEST-HLA1516_1-MIM-PARAM-055-REST,HLA1516.1-MIM-PARAM-055,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-055: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateSaveComplete` shall expose parameter `HLAsuccessIndicator` with datatype `HLAboolean`.,
TEST-HLA1516_1-MIM-PARAM-056-NATIVE,HLA1516.1-MIM-PARAM-056,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-056: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateRestoreComplete` shall expose parameter `HLAsuccessIndicator` with datatype `HLAboolean`.,
TEST-HLA1516_1-MIM-PARAM-056-GRPC,HLA1516.1-MIM-PARAM-056,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-056: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateRestoreComplete` shall expose parameter `HLAsuccessIndicator` with datatype `HLAboolean`.,
TEST-HLA1516_1-MIM-PARAM-056-REST,HLA1516.1-MIM-PARAM-056,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-056: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateRestoreComplete` shall expose parameter `HLAsuccessIndicator` with datatype `HLAboolean`.,
TEST-HLA1516_1-MIM-PARAM-057-NATIVE,HLA1516.1-MIM-PARAM-057,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-057: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes` shall expose parameter `HLAobjectClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-057-GRPC,HLA1516.1-MIM-PARAM-057,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-057: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes` shall expose parameter `HLAobjectClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-057-REST,HLA1516.1-MIM-PARAM-057,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-057: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes` shall expose parameter `HLAobjectClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-058-NATIVE,HLA1516.1-MIM-PARAM-058,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-058: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes` shall expose parameter `HLAattributeList` with datatype `HLAhandleList`.,
TEST-HLA1516_1-MIM-PARAM-058-GRPC,HLA1516.1-MIM-PARAM-058,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-058: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes` shall expose parameter `HLAattributeList` with datatype `HLAhandleList`.,
TEST-HLA1516_1-MIM-PARAM-058-REST,HLA1516.1-MIM-PARAM-058,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-058: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes` shall expose parameter `HLAattributeList` with datatype `HLAhandleList`.,
TEST-HLA1516_1-MIM-PARAM-059-NATIVE,HLA1516.1-MIM-PARAM-059,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-059: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishObjectClassAttributes` shall expose parameter `HLAobjectClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-059-GRPC,HLA1516.1-MIM-PARAM-059,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-059: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishObjectClassAttributes` shall expose parameter `HLAobjectClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-059-REST,HLA1516.1-MIM-PARAM-059,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-059: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishObjectClassAttributes` shall expose parameter `HLAobjectClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-060-NATIVE,HLA1516.1-MIM-PARAM-060,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-060: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishObjectClassAttributes` shall expose parameter `HLAattributeList` with datatype `HLAhandleList`.,
TEST-HLA1516_1-MIM-PARAM-060-GRPC,HLA1516.1-MIM-PARAM-060,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-060: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishObjectClassAttributes` shall expose parameter `HLAattributeList` with datatype `HLAhandleList`.,
TEST-HLA1516_1-MIM-PARAM-060-REST,HLA1516.1-MIM-PARAM-060,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-060: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishObjectClassAttributes` shall expose parameter `HLAattributeList` with datatype `HLAhandleList`.,
TEST-HLA1516_1-MIM-PARAM-061-NATIVE,HLA1516.1-MIM-PARAM-061,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-061: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishInteractionClass` shall expose parameter `HLAinteractionClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-061-GRPC,HLA1516.1-MIM-PARAM-061,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-061: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishInteractionClass` shall expose parameter `HLAinteractionClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-061-REST,HLA1516.1-MIM-PARAM-061,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-061: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishInteractionClass` shall expose parameter `HLAinteractionClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-062-NATIVE,HLA1516.1-MIM-PARAM-062,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-062: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishInteractionClass` shall expose parameter `HLAinteractionClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-062-GRPC,HLA1516.1-MIM-PARAM-062,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-062: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishInteractionClass` shall expose parameter `HLAinteractionClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-062-REST,HLA1516.1-MIM-PARAM-062,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-062: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishInteractionClass` shall expose parameter `HLAinteractionClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-063-NATIVE,HLA1516.1-MIM-PARAM-063,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-063: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes` shall expose parameter `HLAobjectClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-063-GRPC,HLA1516.1-MIM-PARAM-063,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-063: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes` shall expose parameter `HLAobjectClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-063-REST,HLA1516.1-MIM-PARAM-063,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-063: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes` shall expose parameter `HLAobjectClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-064-NATIVE,HLA1516.1-MIM-PARAM-064,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-064: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes` shall expose parameter `HLAattributeList` with datatype `HLAhandleList`.,
TEST-HLA1516_1-MIM-PARAM-064-GRPC,HLA1516.1-MIM-PARAM-064,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-064: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes` shall expose parameter `HLAattributeList` with datatype `HLAhandleList`.,
TEST-HLA1516_1-MIM-PARAM-064-REST,HLA1516.1-MIM-PARAM-064,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-064: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes` shall expose parameter `HLAattributeList` with datatype `HLAhandleList`.,
TEST-HLA1516_1-MIM-PARAM-065-NATIVE,HLA1516.1-MIM-PARAM-065,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-065: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes` shall expose parameter `HLAactive` with datatype `HLAboolean`.,
TEST-HLA1516_1-MIM-PARAM-065-GRPC,HLA1516.1-MIM-PARAM-065,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-065: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes` shall expose parameter `HLAactive` with datatype `HLAboolean`.,
TEST-HLA1516_1-MIM-PARAM-065-REST,HLA1516.1-MIM-PARAM-065,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-065: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes` shall expose parameter `HLAactive` with datatype `HLAboolean`.,
TEST-HLA1516_1-MIM-PARAM-066-NATIVE,HLA1516.1-MIM-PARAM-066,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-066: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunsubscribeObjectClassAttributes` shall expose parameter `HLAobjectClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-066-GRPC,HLA1516.1-MIM-PARAM-066,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-066: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunsubscribeObjectClassAttributes` shall expose parameter `HLAobjectClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-066-REST,HLA1516.1-MIM-PARAM-066,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-066: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunsubscribeObjectClassAttributes` shall expose parameter `HLAobjectClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-067-NATIVE,HLA1516.1-MIM-PARAM-067,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-067: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunsubscribeObjectClassAttributes` shall expose parameter `HLAattributeList` with datatype `HLAhandleList`.,
TEST-HLA1516_1-MIM-PARAM-067-GRPC,HLA1516.1-MIM-PARAM-067,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-067: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunsubscribeObjectClassAttributes` shall expose parameter `HLAattributeList` with datatype `HLAhandleList`.,
TEST-HLA1516_1-MIM-PARAM-067-REST,HLA1516.1-MIM-PARAM-067,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-067: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunsubscribeObjectClassAttributes` shall expose parameter `HLAattributeList` with datatype `HLAhandleList`.,
TEST-HLA1516_1-MIM-PARAM-068-NATIVE,HLA1516.1-MIM-PARAM-068,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-068: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeInteractionClass` shall expose parameter `HLAinteractionClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-068-GRPC,HLA1516.1-MIM-PARAM-068,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-068: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeInteractionClass` shall expose parameter `HLAinteractionClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-068-REST,HLA1516.1-MIM-PARAM-068,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-068: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeInteractionClass` shall expose parameter `HLAinteractionClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-069-NATIVE,HLA1516.1-MIM-PARAM-069,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-069: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeInteractionClass` shall expose parameter `HLAactive` with datatype `HLAboolean`.,
TEST-HLA1516_1-MIM-PARAM-069-GRPC,HLA1516.1-MIM-PARAM-069,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-069: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeInteractionClass` shall expose parameter `HLAactive` with datatype `HLAboolean`.,
TEST-HLA1516_1-MIM-PARAM-069-REST,HLA1516.1-MIM-PARAM-069,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-069: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeInteractionClass` shall expose parameter `HLAactive` with datatype `HLAboolean`.,
TEST-HLA1516_1-MIM-PARAM-070-NATIVE,HLA1516.1-MIM-PARAM-070,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-070: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunsubscribeInteractionClass` shall expose parameter `HLAinteractionClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-070-GRPC,HLA1516.1-MIM-PARAM-070,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-070: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunsubscribeInteractionClass` shall expose parameter `HLAinteractionClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-070-REST,HLA1516.1-MIM-PARAM-070,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-070: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunsubscribeInteractionClass` shall expose parameter `HLAinteractionClass` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-071-NATIVE,HLA1516.1-MIM-PARAM-071,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-071: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdeleteObjectInstance` shall expose parameter `HLAobjectInstance` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-071-GRPC,HLA1516.1-MIM-PARAM-071,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-071: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdeleteObjectInstance` shall expose parameter `HLAobjectInstance` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-071-REST,HLA1516.1-MIM-PARAM-071,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,rest,planned,Verify HLA1516.1-MIM-PARAM-071: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdeleteObjectInstance` shall expose parameter `HLAobjectInstance` with datatype `HLAhandle`.,
TEST-HLA1516_1-MIM-PARAM-072-NATIVE,HLA1516.1-MIM-PARAM-072,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,native,planned,Verify HLA1516.1-MIM-PARAM-072: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdeleteObjectInstance` shall expose parameter `HLAtag` with datatype `HLAopaqueData`.,
TEST-HLA1516_1-MIM-PARAM-072-GRPC,HLA1516.1-MIM-PARAM-072,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM parse/static + MOM integration,grpc,planned,Verify HLA1516.1-MIM-PARAM-072: Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdeleteObjectInstance` shall expose parameter `HLAtag` with datatype `HLAopaqueData`.,
