requirement_id,interface,method_name,python_name,document,section,section_ref,title,service_group,source_languages,source_overload_count,declared_exceptions,python_entry_point,implementation_status,verification_status,implementation_refs,positive_test_refs,negative_test_refs,artifact_refs,evidence,negative_expectation_count,negative_executed_count,verification_asset_id,known_gaps
REQ-RTI-SS-10_44-getAttributeSetRegionSetPairListFactory,RTIambassador,getAttributeSetRegionSetPairListFactory,get_attribute_set_region_set_pair_list_factory,IEEE 1516.1-2010 (2010 edition),10.44,IEEE 1516.1-2010 (2010 edition) §10.44,Disable Callbacks service,Support Services,java,1,FederateNotExecutionMember; NotConnected,hla2010_rti_python.backend.PythonRTIBackend._svc_getAttributeSetRegionSetPairListFactory,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getAttributeSetRegionSetPairListFactory; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,2,0,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_44-getDimensionHandleFactory,RTIambassador,getDimensionHandleFactory,get_dimension_handle_factory,IEEE 1516.1-2010 (2010 edition),10.44,IEEE 1516.1-2010 (2010 edition) §10.44,Disable Callbacks service,Support Services,java,1,FederateNotExecutionMember; NotConnected,hla2010_rti_python.backend.PythonRTIBackend._svc_getDimensionHandleFactory,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getDimensionHandleFactory; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,2,0,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_44-getDimensionHandleSetFactory,RTIambassador,getDimensionHandleSetFactory,get_dimension_handle_set_factory,IEEE 1516.1-2010 (2010 edition),10.44,IEEE 1516.1-2010 (2010 edition) §10.44,Disable Callbacks service,Support Services,java,1,FederateNotExecutionMember; NotConnected,hla2010_rti_python.backend.PythonRTIBackend._svc_getDimensionHandleSetFactory,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getDimensionHandleSetFactory; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,2,0,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_44-getFederateHandleFactory,RTIambassador,getFederateHandleFactory,get_federate_handle_factory,IEEE 1516.1-2010 (2010 edition),10.44,IEEE 1516.1-2010 (2010 edition) §10.44,Disable Callbacks service,Support Services,java,1,FederateNotExecutionMember; NotConnected,hla2010_rti_python.backend.PythonRTIBackend._svc_getFederateHandleFactory,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getFederateHandleFactory; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,2,0,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_44-getFederateHandleSetFactory,RTIambassador,getFederateHandleSetFactory,get_federate_handle_set_factory,IEEE 1516.1-2010 (2010 edition),10.44,IEEE 1516.1-2010 (2010 edition) §10.44,Disable Callbacks service,Support Services,java,1,FederateNotExecutionMember; NotConnected,hla2010_rti_python.backend.PythonRTIBackend._svc_getFederateHandleSetFactory,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getFederateHandleSetFactory; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,2,0,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_44-getHLAversion,RTIambassador,getHLAversion,get_hla_version,IEEE 1516.1-2010 (2010 edition),10.44,IEEE 1516.1-2010 (2010 edition) §10.44,Disable Callbacks service,Support Services,java,1,,hla2010_rti_python.backend.PythonRTIBackend._svc_getHLAversion,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getHLAversion; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/transport/test_grpc_transport.py; tests/transport/test_rest_transport.py; tests/backends/test_certi_backend_transport.py,tests/scenarios/test_support_services_backend_matrix.py; tests/transport/test_grpc_transport.py; tests/transport/test_rest_transport.py; tests/backends/test_certi_backend_transport.py,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; tests/transport/test_grpc_transport.py; tests/transport/test_rest_transport.py; tests/backends/test_certi_backend_transport.py,0,1,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,
REQ-RTI-SS-10_44-getInteractionClassHandleFactory,RTIambassador,getInteractionClassHandleFactory,get_interaction_class_handle_factory,IEEE 1516.1-2010 (2010 edition),10.44,IEEE 1516.1-2010 (2010 edition) §10.44,Disable Callbacks service,Support Services,java,1,FederateNotExecutionMember; NotConnected,hla2010_rti_python.backend.PythonRTIBackend._svc_getInteractionClassHandleFactory,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getInteractionClassHandleFactory; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,2,0,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_44-getObjectClassHandleFactory,RTIambassador,getObjectClassHandleFactory,get_object_class_handle_factory,IEEE 1516.1-2010 (2010 edition),10.44,IEEE 1516.1-2010 (2010 edition) §10.44,Disable Callbacks service,Support Services,java,1,FederateNotExecutionMember; NotConnected,hla2010_rti_python.backend.PythonRTIBackend._svc_getObjectClassHandleFactory,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getObjectClassHandleFactory; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,2,0,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_44-getObjectInstanceHandleFactory,RTIambassador,getObjectInstanceHandleFactory,get_object_instance_handle_factory,IEEE 1516.1-2010 (2010 edition),10.44,IEEE 1516.1-2010 (2010 edition) §10.44,Disable Callbacks service,Support Services,java,1,FederateNotExecutionMember; NotConnected,hla2010_rti_python.backend.PythonRTIBackend._svc_getObjectInstanceHandleFactory,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getObjectInstanceHandleFactory; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,2,0,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_44-getParameterHandleFactory,RTIambassador,getParameterHandleFactory,get_parameter_handle_factory,IEEE 1516.1-2010 (2010 edition),10.44,IEEE 1516.1-2010 (2010 edition) §10.44,Disable Callbacks service,Support Services,java,1,FederateNotExecutionMember; NotConnected,hla2010_rti_python.backend.PythonRTIBackend._svc_getParameterHandleFactory,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getParameterHandleFactory; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,2,0,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_44-getParameterHandleValueMapFactory,RTIambassador,getParameterHandleValueMapFactory,get_parameter_handle_value_map_factory,IEEE 1516.1-2010 (2010 edition),10.44,IEEE 1516.1-2010 (2010 edition) §10.44,Disable Callbacks service,Support Services,java,1,FederateNotExecutionMember; NotConnected,hla2010_rti_python.backend.PythonRTIBackend._svc_getParameterHandleValueMapFactory,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getParameterHandleValueMapFactory; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,2,0,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_44-getRegionHandleSetFactory,RTIambassador,getRegionHandleSetFactory,get_region_handle_set_factory,IEEE 1516.1-2010 (2010 edition),10.44,IEEE 1516.1-2010 (2010 edition) §10.44,Disable Callbacks service,Support Services,java,1,FederateNotExecutionMember; NotConnected,hla2010_rti_python.backend.PythonRTIBackend._svc_getRegionHandleSetFactory,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getRegionHandleSetFactory; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,2,0,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_44-getTimeFactory,RTIambassador,getTimeFactory,get_time_factory,IEEE 1516.1-2010 (2010 edition),10.44,IEEE 1516.1-2010 (2010 edition) §10.44,Disable Callbacks service,Support Services,cpp; java,2,FederateNotExecutionMember; NotConnected,hla2010_rti_python.backend.PythonRTIBackend._svc_getTimeFactory,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getTimeFactory; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/factories/test_fom_time_factories.py,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; tests/factories/test_fom_time_factories.py,2,0,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_44-getTransportationTypeHandleFactory,RTIambassador,getTransportationTypeHandleFactory,get_transportation_type_handle_factory,IEEE 1516.1-2010 (2010 edition),10.44,IEEE 1516.1-2010 (2010 edition) §10.44,Disable Callbacks service,Support Services,java,1,FederateNotExecutionMember; NotConnected,hla2010_rti_python.backend.PythonRTIBackend._svc_getTransportationTypeHandleFactory,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getTransportationTypeHandleFactory; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,2,0,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_5-getFederateName,RTIambassador,getFederateName,get_federate_name,IEEE 1516.1-2010 (2010 edition),10.5,IEEE 1516.1-2010 (2010 edition) §10.5,Get Federate Name service,Support Services,cpp; java,2,FederateHandleNotKnown; FederateNotExecutionMember; InvalidFederateHandle; NotConnected; RTIinternalError,hla2010_rti_python.backend.PythonRTIBackend._svc_getFederateName,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getFederateName; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,5,2,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_6-getObjectClassHandle,RTIambassador,getObjectClassHandle,get_object_class_handle,IEEE 1516.1-2010 (2010 edition),10.6,IEEE 1516.1-2010 (2010 edition) §10.6,Get Object Class Handle service,Support Services,cpp; java,2,FederateNotExecutionMember; NameNotFound; NotConnected; RTIinternalError,hla2010_rti_python.backend.PythonRTIBackend._svc_getObjectClassHandle,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getObjectClassHandle; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,4,3,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_7-getObjectClassName,RTIambassador,getObjectClassName,get_object_class_name,IEEE 1516.1-2010 (2010 edition),10.7,IEEE 1516.1-2010 (2010 edition) §10.7,Get Object Class Name service,Support Services,cpp; java,2,FederateNotExecutionMember; InvalidObjectClassHandle; NotConnected; RTIinternalError,hla2010_rti_python.backend.PythonRTIBackend._svc_getObjectClassName,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getObjectClassName; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,4,3,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_8-getKnownObjectClassHandle,RTIambassador,getKnownObjectClassHandle,get_known_object_class_handle,IEEE 1516.1-2010 (2010 edition),10.8,IEEE 1516.1-2010 (2010 edition) §10.8,Get Known Object Class Handle service,Support Services,cpp; java,2,FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError,hla2010_rti_python.backend.PythonRTIBackend._svc_getKnownObjectClassHandle,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getKnownObjectClassHandle; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,4,2,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_9-getObjectInstanceHandle,RTIambassador,getObjectInstanceHandle,get_object_instance_handle,IEEE 1516.1-2010 (2010 edition),10.9,IEEE 1516.1-2010 (2010 edition) §10.9,Get Object Instance Handle service,Support Services,cpp; java,2,FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError,hla2010_rti_python.backend.PythonRTIBackend._svc_getObjectInstanceHandle,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getObjectInstanceHandle; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,4,2,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-TM-8_10-nextMessageRequest,RTIambassador,nextMessageRequest,next_message_request,IEEE 1516.1-2010 (2010 edition),8.10,IEEE 1516.1-2010 (2010 edition) §8.10,Next Message Request service,Time Management,cpp; java,2,FederateNotExecutionMember; InTimeAdvancingState; InvalidLogicalTime; LogicalTimeAlreadyPassed; NotConnected; RTIinternalError; RequestForTimeConstrainedPending; RequestForTimeRegulationPending; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_nextMessageRequest,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_nextMessageRequest; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/time/test_mom_mim_time_v10.py; tests/time/test_mom_mim_and_time_semantics_v010.py; tests/verification/test_compliance_slice_v011.py,,analysis/compliance/service_conformance.json,tests/time/test_mom_mim_time_v10.py; tests/time/test_mom_mim_and_time_semantics_v010.py; tests/verification/test_compliance_slice_v011.py,10,0,ASSET-TIME-MGMT-ORDERING,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-TM-8_11-nextMessageRequestAvailable,RTIambassador,nextMessageRequestAvailable,next_message_request_available,IEEE 1516.1-2010 (2010 edition),8.11,IEEE 1516.1-2010 (2010 edition) §8.11,Next Message Request Available service,Time Management,cpp; java,2,FederateNotExecutionMember; InTimeAdvancingState; InvalidLogicalTime; LogicalTimeAlreadyPassed; NotConnected; RTIinternalError; RequestForTimeConstrainedPending; RequestForTimeRegulationPending; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_nextMessageRequestAvailable,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_nextMessageRequestAvailable; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/time/test_mom_mim_time_v10.py; tests/time/test_mom_mim_and_time_semantics_v010.py; tests/verification/test_compliance_slice_v011.py,tests/verification/test_compliance_slice_v011.py,analysis/compliance/service_conformance.json,tests/time/test_mom_mim_time_v10.py; tests/time/test_mom_mim_and_time_semantics_v010.py; tests/verification/test_compliance_slice_v011.py,10,1,ASSET-TIME-MGMT-ORDERING,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
