matrix_id,kind,document,section_ref,title,requirement_id,service_group,status,implementation_refs,positive_test_refs,negative_test_refs,artifact_refs,linked_methods,linked_assets,claim_scope,supported_subset_for,policy_basis,python_runtime_status,python_runtime_disposition,certi_runtime_status,certi_runtime_disposition,portico_runtime_status,portico_runtime_disposition,pitch_runtime_status,pitch_runtime_disposition,pitch_jpype_runtime_disposition,pitch_py4j_runtime_disposition,vendor_evidence_refs,vendor_notes,vendor_source,vendor_profile_bucket,vendor_profile_refs,vendor_profile_notes,vendor_profile_source,notes,source
HLA1516.1-DM-5.9-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §5.9,RTI shall provide Unsubscribe Interaction Class.,HLA1516.1-DM-5.9-001,Declaration management,pass,hla.backends.inmemory.backend.PythonRTIBackend._svc_unsubscribeInteractionClass; packages/hla-backend-inmemory/src/hla.backends.inmemory/backend.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix,,analysis/compliance/service_conformance.json,unsubscribeInteractionClass,,broad-spec,,,,verified,,classification-required,,classification-required,,verified,verified,verified,,,,,,,,,curated-clause5-6
HLA1516.1-DM-5.10-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §5.10,RTI shall invoke Start Registration For Object Class when registration becomes useful for subscribed federates.,HLA1516.1-DM-5.10-001,Declaration management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,startRegistrationForObjectClass,,broad-spec,,,,verified,,classification-required,,classification-required,,verified,verified,verified,,,,,,,,,curated-clause5-6
HLA1516.1-DM-5.11-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §5.11,RTI shall invoke Stop Registration For Object Class when registration is no longer useful for subscribed federates.,HLA1516.1-DM-5.11-001,Declaration management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,stopRegistrationForObjectClass,,broad-spec,,,,verified,,classification-required,,classification-required,,verified,verified,verified,,,,,,,,,curated-clause5-6
HLA1516.1-DM-5.12-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §5.12,RTI shall invoke Turn Interactions On when a published interaction class has matching subscribers.,HLA1516.1-DM-5.12-001,Declaration management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,turnInteractionsOn,,broad-spec,,,,verified,,classification-required,,classification-required,,verified,verified,verified,,,,,,,,,curated-clause5-6
HLA1516.1-DM-5.13-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §5.13,RTI shall invoke Turn Interactions Off when a published interaction class no longer has matching subscribers.,HLA1516.1-DM-5.13-001,Declaration management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,turnInteractionsOff,,broad-spec,,,,verified,,classification-required,,classification-required,,verified,verified,verified,,,,,,,,,curated-clause5-6
HLA1516.1-OM-6.1-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.1,"RTI shall support registration, modification, and deletion of object instances.",HLA1516.1-OM-6.1-001,Object management,pass,hla.backends.inmemory.backend.PythonRTIBackend._svc_deleteObjectInstance; hla.backends.inmemory.backend.PythonRTIBackend._svc_localDeleteObjectInstance; hla.backends.inmemory.backend.PythonRTIBackend._svc_registerObjectInstance; hla.backends.inmemory.backend.PythonRTIBackend._svc_updateAttributeValues; packages/hla-backend-inmemory/src/hla.backends.inmemory/backend.py,tests/backends/test_python_backend_time_ddm_extended.py; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_local_delete_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_timed_delete_matrix; tests/scenarios/test_target_radar_scenario.py; tests/time/test_mom_mim_time_v10.py; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_local_delete_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_timed_delete_matrix; tests/verification/test_compliance_slice_v011.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_local_delete_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_timed_delete_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_local_delete_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_timed_delete_matrix,analysis/compliance/service_conformance.json; analysis/two_federate_suite/two_federate_callbacks.csv,registerObjectInstance; updateAttributeValues; deleteObjectInstance; localDeleteObjectInstance,REQ-OM-DISCOVERY-LIFECYCLE-001; REQ-OM-TRANSPORT-SCOPE-001,broad-spec,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/scenarios/test_object_management_backend_matrix.py; ../tests/vendors/test_pitch_real_backend_matrix.py,"shared exchange, timed-delete, local-delete, and orphan-lifecycle scenarios verify the core object-management lifecycle on real Pitch",docs/backend_conformance_matrix.md,Exchange,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): seam present; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): yes; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,curated-clause5-6
HLA1516.1-OM-6.1-002,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.1,RTI shall support sending and receiving interactions.,HLA1516.1-OM-6.1-002,Object management,pass,RecordingFederateAmbassador callback + snake_case alias; hla.backends.inmemory.backend.PythonRTIBackend._svc_sendInteraction; hla2010/ambassadors.py; packages/hla-backend-inmemory/src/hla.backends.inmemory/backend.py,tests/backends/test_python_backend_time_ddm_extended.py; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_consumer_order; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_output_delivery; tests/scenarios/test_target_radar_scenario.py; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_consumer_order; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_output_delivery; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix,analysis/compliance/service_conformance.json; analysis/two_federate_suite/two_federate_callbacks.csv,sendInteraction; receiveInteraction,REQ-DM-SUBSCRIPTION-DELIVERY-001,broad-spec,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/scenarios/test_object_management_backend_matrix.py; ../tests/vendors/test_pitch_real_backend_matrix.py,"shared exchange, timed-delete, local-delete, and orphan-lifecycle scenarios verify the core object-management lifecycle on real Pitch",docs/backend_conformance_matrix.md,Exchange,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): seam present; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): yes; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,curated-clause5-6
HLA1516.1-OM-6.1.1-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.1.1,RTI shall discover object instances at subscribed federates when discovery conditions are satisfied.,HLA1516.1-OM-6.1.1-001,Object management,pass,RecordingFederateAmbassador callback + snake_case alias; hla.backends.inmemory.backend.PythonRTIBackend._svc_registerObjectInstance; hla.backends.inmemory.backend.PythonRTIBackend._svc_subscribeObjectClassAttributes; hla2010/ambassadors.py; packages/hla-backend-inmemory/src/hla.backends.inmemory/backend.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_discovery_class_matrix; tests/scenarios/test_target_radar_scenario.py; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_discovery_class_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/verification/test_compliance_slice_v011.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix,analysis/compliance/service_conformance.json; analysis/two_federate_suite/two_federate_callbacks.csv,registerObjectInstance; discoverObjectInstance; subscribeObjectClassAttributes,REQ-OM-DISCOVERY-LIFECYCLE-001,broad-spec,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/scenarios/test_object_management_backend_matrix.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared exchange and discovery-class scenarios verify real Pitch discovery callback delivery,docs/backend_conformance_matrix.md,Exchange,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): seam present; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): yes; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,curated-clause5-6
HLA1516.1-OM-6.1.1-002,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.1.1,RTI shall determine a candidate discovery class from the registered class or closest subscribed superclass.,HLA1516.1-OM-6.1.1-002,Object management,pass,RecordingFederateAmbassador callback + snake_case alias; hla.backends.inmemory.backend.PythonRTIBackend._svc_registerObjectInstance; hla2010/ambassadors.py; packages/hla-backend-inmemory/src/hla.backends.inmemory/backend.py,tests/backends/test_python_backend_support_services.py::test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_discovery_class_matrix; tests/scenarios/test_target_radar_scenario.py; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_discovery_class_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/verification/test_compliance_slice_v011.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix,analysis/compliance/service_conformance.json; analysis/two_federate_suite/two_federate_callbacks.csv,registerObjectInstance; discoverObjectInstance,REQ-OM-DISCOVERY-LIFECYCLE-001; REQ-OM-DISCOVERY-CLASS-001,broad-spec,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/scenarios/test_object_management_backend_matrix.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared discovery-class scenario verifies Pitch superclass-based discovery-class selection,docs/backend_conformance_matrix.md,Exchange,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): seam present; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): yes; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,curated-clause5-6
HLA1516.1-OM-6.1.1-003,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.1.1,"Once discovered, an object instance’s discovered class shall not change.",HLA1516.1-OM-6.1.1-003,Object management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/backends/test_python_backend_support_services.py::test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_discovery_class_matrix; tests/scenarios/test_target_radar_scenario.py; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_discovery_class_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/verification/test_compliance_slice_v011.py,,analysis/compliance/service_conformance.json; analysis/two_federate_suite/two_federate_callbacks.csv,discoverObjectInstance,REQ-OM-DISCOVERY-LIFECYCLE-001; REQ-OM-DISCOVERY-CLASS-001,broad-spec,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/scenarios/test_object_management_backend_matrix.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared discovery-class scenario verifies Pitch reflections continue at the known discovered class rather than changing it later,docs/backend_conformance_matrix.md,Exchange,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): seam present; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): yes; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,curated-clause5-6
HLA1516.1-OM-6.1.1-004,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.1.1,A registered or discovered object instance shall become known to the joined federate.,HLA1516.1-OM-6.1.1-004,Object management,pass,RecordingFederateAmbassador callback + snake_case alias; hla.backends.inmemory.backend.PythonRTIBackend._svc_registerObjectInstance; hla2010/ambassadors.py; packages/hla-backend-inmemory/src/hla.backends.inmemory/backend.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_discovery_class_matrix; tests/scenarios/test_target_radar_scenario.py; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_discovery_class_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/verification/test_compliance_slice_v011.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix,analysis/compliance/service_conformance.json; analysis/two_federate_suite/two_federate_callbacks.csv,registerObjectInstance; discoverObjectInstance,REQ-OM-DISCOVERY-LIFECYCLE-001,broad-spec,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/scenarios/test_object_management_backend_matrix.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared exchange and orphan-lifecycle scenarios verify joined Pitch federates acquire object knowledge through discovery,docs/backend_conformance_matrix.md,Exchange,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): seam present; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): yes; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,curated-clause5-6
HLA1516.1-OM-6.1.2-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.1.2,RTI shall determine whether an instance attribute is in scope for each joined federate.,HLA1516.1-OM-6.1.2-001,Object management,pass,RecordingFederateAmbassador callback + snake_case alias; hla.backends.inmemory.backend.PythonRTIBackend._svc_subscribeObjectClassAttributesWithRegions; hla2010/ambassadors.py; packages/hla-backend-inmemory/src/hla.backends.inmemory/backend.py,tests/backends/test_python_backend_time_ddm_extended.py; tests/backends/test_python_backend_time_ddm_extended.py::test_ddm_object_scope_filter_blocks_out_of_scope_reflects_until_regions_overlap; tests/scenarios/test_ddm_backend_matrix.py; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_object_region_lifecycle_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_object_scope_relevance_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_object_region_lifecycle_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_object_scope_relevance_matrix; tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery,tests/scenarios/test_ddm_backend_matrix.py; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_object_region_lifecycle_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_object_region_lifecycle_matrix,analysis/compliance/service_conformance.json,attributesInScope; attributesOutOfScope; subscribeObjectClassAttributesWithRegions,REQ-DM-DDM-INTERPLAY-001; REQ-DM-DDM-OBJECT-SCOPE-001,broad-spec,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/scenarios/test_object_management_backend_matrix.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared object-scope scenario verifies real Pitch region changes drive in-scope determination,docs/backend_conformance_matrix.md,Exchange,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): seam present; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): yes; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,curated-clause5-6
HLA1516.1-OM-6.1.3-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.1.3,RTI shall reflect attribute updates only when attributes are in scope and subscribed.,HLA1516.1-OM-6.1.3-001,Object management,pass,RecordingFederateAmbassador callback + snake_case alias; hla.backends.inmemory.backend.PythonRTIBackend._svc_subscribeObjectClassAttributes; hla.backends.inmemory.backend.PythonRTIBackend._svc_updateAttributeValues; hla2010/ambassadors.py; packages/hla-backend-inmemory/src/hla.backends.inmemory/backend.py,tests/backends/test_python_backend_time_ddm_extended.py; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_object_scope_relevance_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_request_attribute_value_update_matrix; tests/scenarios/test_target_radar_scenario.py; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_object_scope_relevance_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_request_attribute_value_update_matrix; tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix,analysis/compliance/service_conformance.json; analysis/two_federate_suite/two_federate_callbacks.csv,updateAttributeValues; reflectAttributeValues; attributesInScope; subscribeObjectClassAttributes,REQ-DM-DDM-INTERPLAY-001; REQ-DM-SUBSCRIPTION-DELIVERY-001,broad-spec,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/scenarios/test_object_management_backend_matrix.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared object-scope scenario verifies Pitch delivers only in-scope subscribed reflections,docs/backend_conformance_matrix.md,Exchange,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): seam present; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): yes; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,curated-clause5-6
HLA1516.1-OM-6.1.4-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.1.4,RTI shall not reflect out-of-scope attribute updates except where required by service semantics.,HLA1516.1-OM-6.1.4-001,Object management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/backends/test_python_backend_time_ddm_extended.py; tests/backends/test_python_backend_time_ddm_extended.py::test_ddm_object_scope_filter_blocks_out_of_scope_reflects_until_regions_overlap; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_object_scope_relevance_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_request_attribute_value_update_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_object_scope_relevance_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_request_attribute_value_update_matrix; tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery,,analysis/compliance/service_conformance.json,reflectAttributeValues; attributesOutOfScope,REQ-DM-DDM-INTERPLAY-001; REQ-DM-DDM-OBJECT-SCOPE-001,broad-spec,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/scenarios/test_object_management_backend_matrix.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared object-scope scenario verifies out-of-scope Pitch reflections are suppressed,docs/backend_conformance_matrix.md,Exchange,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): seam present; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): yes; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,curated-clause5-6
