requirement_id,parent_requirement_id,standard,clause,service_group,service,decomposition_kind,requirement_text,source_type,implementation_area,linked_methods,verification_method,test_id,status,notes
HLA1516.1-FM-4.29-TEST-001,HLA1516.1-FM-4.29-001,IEEE 1516.1-2010,4.29,FM,Federation Restored and Federation Not Restored,TEST,"Federation Restored and Federation Not Restored shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,federationRestored;federationNotRestored,test plan + backend matrix placeholder,test_restore_status_response_and_failure_callback_paths;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.30-SIG-001,HLA1516.1-FM-4.30-001,IEEE 1516.1-2010,4.30,FM,Abort Federation Restore,SIG,RTI shall provide the Abort Federation Restore.,seeded-decomposition,save_restore,abortFederationRestore,api surface + service verification,test_abort_federation_restore_requires_restore_in_progress,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.30-001.
HLA1516.1-FM-4.30-PRE-001,HLA1516.1-FM-4.30-001,IEEE 1516.1-2010,4.30,FM,Abort Federation Restore,PRE,"Abort Federation Restore shall require the caller to satisfy the connected, joined, and in-progress state guards applicable to clause 4.30.",seeded-decomposition,save_restore,abortFederationRestore,negative service test,test_abort_federation_restore_requires_restore_in_progress,mapped,Generated precondition slice for clause 4.30 based on the existing engineering seed row.
HLA1516.1-FM-4.30-EFF-001,HLA1516.1-FM-4.30-001,IEEE 1516.1-2010,4.30,FM,Abort Federation Restore,EFF,Successful Abort Federation Restore processing shall update federation synchronization or save/restore state consistently for the participating federates.,seeded-decomposition,save_restore,abortFederationRestore,stateful integration test,test_abort_federation_restore_reports_aborted_and_clears_status,mapped,Clause 4.30 now ties the abort path directly to the focused restore-abort state-clearing proof instead of only generic service guard evidence.
HLA1516.1-FM-4.30-CB-001,HLA1516.1-FM-4.30-001,IEEE 1516.1-2010,4.30,FM,Abort Federation Restore,CB,"Abort Federation Restore shall trigger the clause-defined success, failure, or status callbacks to the appropriate federates.",seeded-decomposition,save_restore,abortFederationRestore,callback and integration test,test_abort_federation_restore_requires_restore_in_progress,mapped,Generated callback-delivery slice for clause 4.30 tied to the current callback evidence.
HLA1516.1-FM-4.30-EXC-001,HLA1516.1-FM-4.30-001,IEEE 1516.1-2010,4.30,FM,Abort Federation Restore,EXC,Abort Federation Restore shall distinguish the clause-defined failure modes instead of collapsing them into generic RTIinternalError behavior.,seeded-decomposition,save_restore,abortFederationRestore,negative exception matrix,test_abort_federation_restore_requires_restore_in_progress,mapped,Generated failure-category slice for clause 4.30 tied to current negative-path or callback-outcome coverage.
HLA1516.1-FM-4.30-MOM-001,HLA1516.1-FM-4.30-001,IEEE 1516.1-2010,4.30,FM,Abort Federation Restore,MOM,"Abort Federation Restore effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,abortFederationRestore,observer verification slice,test_save_restore_lifecycle_states_are_visible_in_mom_summary,mapped,Observer summary clears restore_label and restore_status on the aborted restore path.
HLA1516.1-FM-4.30-TEST-001,HLA1516.1-FM-4.30-001,IEEE 1516.1-2010,4.30,FM,Abort Federation Restore,TEST,"Abort Federation Restore shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,abortFederationRestore,test plan + backend matrix placeholder,test_abort_federation_restore_requires_restore_in_progress;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.31-SIG-001,HLA1516.1-FM-4.31-001,IEEE 1516.1-2010,4.31,FM,Query Federation Restore Status,SIG,RTI shall provide the Query Federation Restore Status.,seeded-decomposition,save_restore,queryFederationRestoreStatus,api surface + service verification,test_query_federation_restore_status_rejects_not_connected_and_not_joined,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.31-001.
HLA1516.1-FM-4.31-PRE-001,HLA1516.1-FM-4.31-001,IEEE 1516.1-2010,4.31,FM,Query Federation Restore Status,PRE,"Query Federation Restore Status shall require the caller to satisfy the connected, joined, and in-progress state guards applicable to clause 4.31.",seeded-decomposition,save_restore,queryFederationRestoreStatus,negative service test,test_query_federation_restore_status_rejects_not_connected_and_not_joined,mapped,Generated precondition slice for clause 4.31 based on the existing engineering seed row.
HLA1516.1-FM-4.31-EFF-001,HLA1516.1-FM-4.31-001,IEEE 1516.1-2010,4.31,FM,Query Federation Restore Status,EFF,Successful Query Federation Restore Status processing shall update federation synchronization or save/restore state consistently for the participating federates.,seeded-decomposition,save_restore,queryFederationRestoreStatus,stateful integration test,test_restore_status_response_and_failure_callback_paths;test_abort_federation_restore_reports_aborted_and_clears_status;test_request_federation_restore_failed_is_reported_for_unknown_save_label,mapped,Clause 4.31 now ties restore-status querying directly to the focused pending aborted and unknown-label restore status proofs that anchor the Clause 12 coordination contract.
HLA1516.1-FM-4.31-CB-001,HLA1516.1-FM-4.31-001,IEEE 1516.1-2010,4.31,FM,Query Federation Restore Status,CB,"Query Federation Restore Status shall trigger the clause-defined success, failure, or status callbacks to the appropriate federates.",seeded-decomposition,save_restore,queryFederationRestoreStatus,callback and integration test,test_query_federation_restore_status_rejects_not_connected_and_not_joined,mapped,Generated callback-delivery slice for clause 4.31 tied to the current callback evidence.
HLA1516.1-FM-4.31-EXC-001,HLA1516.1-FM-4.31-001,IEEE 1516.1-2010,4.31,FM,Query Federation Restore Status,EXC,Query Federation Restore Status shall distinguish the clause-defined failure modes instead of collapsing them into generic RTIinternalError behavior.,seeded-decomposition,save_restore,queryFederationRestoreStatus,negative exception matrix,test_query_federation_restore_status_rejects_not_connected_and_not_joined,mapped,Generated failure-category slice for clause 4.31 tied to current negative-path or callback-outcome coverage.
HLA1516.1-FM-4.31-MOM-001,HLA1516.1-FM-4.31-001,IEEE 1516.1-2010,4.31,FM,Query Federation Restore Status,MOM,"Query Federation Restore Status effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,queryFederationRestoreStatus,observer verification slice,test_restore_status_response_and_failure_callback_paths;test_abort_federation_restore_reports_aborted_and_clears_status;test_request_federation_restore_failed_is_reported_for_unknown_save_label,mapped,Restore-status queries are now directly asserted across pending failed aborted and missing-save-label paths as observer-facing status evidence.
HLA1516.1-FM-4.31-TEST-001,HLA1516.1-FM-4.31-001,IEEE 1516.1-2010,4.31,FM,Query Federation Restore Status,TEST,"Query Federation Restore Status shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,queryFederationRestoreStatus,test plan + backend matrix placeholder,test_query_federation_restore_status_rejects_not_connected_and_not_joined;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.32-SIG-001,HLA1516.1-FM-4.32-001,IEEE 1516.1-2010,4.32,FM,Federation Restore Status Response,SIG,RTI shall deliver the federation restore status through Federation Restore Status Response.,seeded-decomposition,save_restore,federationRestoreStatusResponse,callback surface verification,test_restore_status_response_and_failure_callback_paths,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.32-001.
HLA1516.1-FM-4.32-PRE-001,HLA1516.1-FM-4.32-001,IEEE 1516.1-2010,4.32,FM,Federation Restore Status Response,PRE,The Federation Restore Status Response requirement shall apply only when the synchronization or save/restore preconditions for clause 4.32 are satisfied.,seeded-decomposition,save_restore,federationRestoreStatusResponse,callback trigger test,test_restore_status_response_and_failure_callback_paths,mapped,Generated precondition slice for clause 4.32 based on the existing engineering seed row.
HLA1516.1-FM-4.32-EFF-001,HLA1516.1-FM-4.32-001,IEEE 1516.1-2010,4.32,FM,Federation Restore Status Response,EFF,The Federation Restore Status Response callback shall expose the resulting federation synchronization or save/restore state transition to the affected federates.,seeded-decomposition,save_restore,federationRestoreStatusResponse,callback and integration test,test_restore_status_response_and_failure_callback_paths;test_abort_federation_restore_reports_aborted_and_clears_status;test_request_federation_restore_failed_is_reported_for_unknown_save_label,mapped,Restore-status response callbacks are now asserted for pending restore and return-to-NO_RESTORE_IN_PROGRESS outcomes across failure abort and missing-save-label flows.
HLA1516.1-FM-4.32-CB-001,HLA1516.1-FM-4.32-001,IEEE 1516.1-2010,4.32,FM,Federation Restore Status Response,CB,The Federation Restore Status Response callback shall be delivered to the appropriate federates with the clause-defined payload and timing semantics.,seeded-decomposition,save_restore,federationRestoreStatusResponse,callback and integration test,test_restore_status_response_and_failure_callback_paths,mapped,Generated callback-delivery slice for clause 4.32 tied to the current callback evidence.
HLA1516.1-FM-4.32-EXC-001,HLA1516.1-FM-4.32-001,IEEE 1516.1-2010,4.32,FM,Federation Restore Status Response,EXC,Federation Restore Status Response shall distinguish pending restore from cleared no-restore-in-progress states across successful failed aborted and missing-save-label restore paths.,seeded-decomposition,save_restore,federationRestoreStatusResponse,callback outcome matrix,test_restore_status_response_and_failure_callback_paths;test_abort_federation_restore_reports_aborted_and_clears_status;test_request_federation_restore_failed_is_reported_for_unknown_save_label,mapped,Direct restore-status response witnesses now prove the callback reports pending restore entries during active restore processing and returns to no-restore-in-progress after failure abort or missing-save-label rejection.
HLA1516.1-FM-4.32-MOM-001,HLA1516.1-FM-4.32-001,IEEE 1516.1-2010,4.32,FM,Federation Restore Status Response,MOM,"Federation Restore Status Response effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,federationRestoreStatusResponse,observer verification slice,test_restore_status_response_and_failure_callback_paths;test_abort_federation_restore_reports_aborted_and_clears_status;test_request_federation_restore_failed_is_reported_for_unknown_save_label,mapped,Federation restore status response is now directly exercised as observer-facing reporting across pending failed aborted and missing-save-label flows.
HLA1516.1-FM-4.32-TEST-001,HLA1516.1-FM-4.32-001,IEEE 1516.1-2010,4.32,FM,Federation Restore Status Response,TEST,"Federation Restore Status Response shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,federationRestoreStatusResponse,test plan + backend matrix placeholder,test_restore_status_response_and_failure_callback_paths;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
