master_requirement_id,standard,clause,capability,feature,master_requirement_type,harmonization_status,harmonization_source_file,curated_requirement_id,current_test_id,implementation_area,notes
HLA1516.1-MIM-INT-038,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-039,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-040,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-041,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-042,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-043,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-044,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-045,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-046,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-047,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-048,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-049,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-050,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-051,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-052,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-053,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-054,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-055,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-056,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-057,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-058,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-059,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-060,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-061,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-062,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-063,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-064,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-065,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-066,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-067,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-068,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-069,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-070,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-071,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-072,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-073,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-074,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-075,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-076,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
