edition,requirement_id,source_document,clause,page,area,service_group,service_or_check,priority,closure_wave,requirement_text,normative_level,row_kind,parent_requirement_id,canonical_status,canonical_status_reason,owner_doc,primary_test_shard,primary_command,evidence_refs,boundary_note,source_trace_strength,repo_evidence_status,tags
2010,HLA1516.1-OM-6.1.12-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.1.12,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall throttle timed reflected attribute delivery according to explicit and FOM-declared update-rate designators while preserving receive-order delivery that has no logical-time basis.,,,RTI shall throttle timed reflected attribute delivery according to explicit and FOM-declared update-rate designators while preserving receive-order delivery that has no logical-time basis.,,extracted-requirement,,pass,"This canonical narrowed row captures the repo-owned reflection-side update-rate behavior: timed reflects are throttled by explicit and FOM-declared designators, but receive-order delivery is not artificially suppressed outside the logical-time model.",,,,packages/hla-backend-python1516e/src/hla/backends/python1516e/object_delivery.py; packages/hla-backend-python1516e/src/hla/backends/python1516e/time_queue_delivery.py; packages/hla-backend-python1516e/src/hla/backends/python1516e/subscriptions.py; hla2010/ambassadors.py; tests/backends/test_python_backend_support_services.py::test_update_rate_designator_throttles_timed_reflects; tests/backends/test_python_backend_support_services.py::test_update_rate_designator_does_not_suppress_receive_order_updates; tests/backends/test_python_backend_support_services.py::test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.2-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.2,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall provide Reserve Object Instance Name.,,,RTI shall provide Reserve Object Instance Name.,,extracted-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_reserveObjectInstanceName; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_name_reservation_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_name_reservation_scenario_over_fedpro_route; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_name_reservation_matrix; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.3-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.3,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall invoke Object Instance Name Reserved when a reservation succeeds.,,,RTI shall invoke Object Instance Name Reserved when a reservation succeeds.,,extracted-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_name_reservation_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_isolates_name_reservation_callbacks_per_federate_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_object_instance_name_reservation_flow_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_name_reservation_scenario_over_fedpro_route; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_name_reservation_matrix; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.4-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.4,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall provide Release Object Instance Name.,,,RTI shall provide Release Object Instance Name.,,extracted-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_releaseObjectInstanceName; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_name_reservation_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_name_reservation_scenario_over_fedpro_route; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_name_reservation_matrix; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.5-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.5,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall provide Reserve Multiple Object Instance Names.,,,RTI shall provide Reserve Multiple Object Instance Names.,,extracted-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_reserveMultipleObjectInstanceName; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_name_reservation_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_name_reservation_scenario_over_fedpro_route; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_name_reservation_matrix; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.6-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.6,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall invoke Multiple Object Instance Names Reserved when multiple-name reservation succeeds.,,,RTI shall invoke Multiple Object Instance Names Reserved when multiple-name reservation succeeds.,,extracted-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_name_reservation_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_isolates_name_reservation_callbacks_per_federate_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_object_instance_name_reservation_flow_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_name_reservation_scenario_over_fedpro_route; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_name_reservation_matrix; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.7-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.7,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall provide Release Multiple Object Instance Names.,,,RTI shall provide Release Multiple Object Instance Names.,,extracted-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_releaseMultipleObjectInstanceName; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_name_reservation_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_name_reservation_scenario_over_fedpro_route; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_name_reservation_matrix; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.8-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.8,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall provide Register Object Instance.,,,RTI shall provide Register Object Instance.,,extracted-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_registerObjectInstance; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.8-002,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.8,,IEEE 1516.1-2010 (2010 edition),Object management,Register Object Instance shall create an object instance of a published object class.,,,Register Object Instance shall create an object instance of a published object class.,,extracted-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_publishObjectClassAttributes; hla.backends.python1516e.backend.PythonRTIBackend._svc_registerObjectInstance; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/backends/test_python_backend.py; tests/backends/test_python_backend_time_ddm_extended.py::test_strict_publication_gates_registration_update_and_interaction_sends; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_target_radar_scenario.py; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_declaration_invalid_attribute_publication_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_declaration_management_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_time_managed_declaration_independence_scenario_over_fedpro_route; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/verification/test_compliance_slice_v011.py; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.8-003,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.8,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall assign a unique object instance handle to each registered object instance.,,,RTI shall assign a unique object instance handle to each registered object instance.,,extracted-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_registerObjectInstance; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_target_radar_scenario.py; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/verification/test_compliance_slice_v011.py; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.8-004,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.8,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall support registration with RTI-assigned or federate-supplied object instance names.,,,RTI shall support registration with RTI-assigned or federate-supplied object instance names.,,extracted-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_registerObjectInstance; hla.backends.python1516e.backend.PythonRTIBackend._svc_reserveObjectInstanceName; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_name_reservation_matrix; tests/scenarios/test_target_radar_scenario.py; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_name_reservation_scenario_over_fedpro_route; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_name_reservation_matrix; tests/verification/test_compliance_slice_v011.py; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.9-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.9,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall invoke Discover Object Instance at federates satisfying discovery conditions.,,,RTI shall invoke Discover Object Instance at federates satisfying discovery conditions.,,extracted-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_discovery_class_matrix; tests/scenarios/test_target_radar_scenario.py; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_routes_attribute_scope_advisories_only_to_overlapping_subscribers_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_turn_updates_advisory_callbacks_over_fedpro_schema; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_discovery_class_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/verification/test_compliance_slice_v011.py; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.10-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.10,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall provide Update Attribute Values.,,,RTI shall provide Update Attribute Values.,,extracted-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_updateAttributeValues; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.10-002,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.10,,IEEE 1516.1-2010 (2010 edition),Object management,A federate shall update only attributes it owns and is permitted to publish.,,,A federate shall update only attributes it owns and is permitted to publish.,,extracted-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_publishObjectClassAttributes; hla.backends.python1516e.backend.PythonRTIBackend._svc_updateAttributeValues; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_declaration_invalid_attribute_publication_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_declaration_management_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_time_managed_declaration_independence_scenario_over_fedpro_route; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.10-003,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.10,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall route attribute updates to joined federates with relevant subscriptions and scope.,,,RTI shall route attribute updates to joined federates with relevant subscriptions and scope.,,extracted-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla.backends.python1516e.backend.PythonRTIBackend._svc_subscribeObjectClassAttributes; hla.backends.python1516e.backend.PythonRTIBackend._svc_updateAttributeValues; hla2010/ambassadors.py; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/backends/test_python_backend_time_ddm_extended.py; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_object_scope_relevance_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_request_attribute_value_update_matrix; tests/scenarios/test_target_radar_scenario.py; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_decodes_extended_callback_routes_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_restore_recovers_plain_object_subscriber_routing_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_routes_attribute_scope_advisories_only_to_overlapping_subscribers_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_declaration_management_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_object_scope_relevance_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_request_attribute_value_update_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_time_managed_declaration_independence_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_time_window_gauntlet_scenario_over_fedpro_route; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_object_scope_relevance_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_request_attribute_value_update_matrix; tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.10-004,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.10,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall support RO and TSO attribute updates according to time-management rules.,,,RTI shall support RO and TSO attribute updates according to time-management rules.,,extracted-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla.backends.python1516e.backend.PythonRTIBackend._svc_updateAttributeValues; hla2010/ambassadors.py; hla2010/time_management.py; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_request_attribute_value_update_matrix; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_consumer_order; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_future_exclusion; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_output_delivery; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_pipeline; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_receive_order_poison; tests/test_rti1516_2025_python1516_2025_runtime.py::test_2025_consumer_order_oracle_rejects_reversed_delivery_order; tests/test_rti1516_2025_python1516_2025_runtime.py::test_2025_future_exclusion_oracle_rejects_mismatched_lits_boundary; tests/test_rti1516_2025_python1516_2025_runtime.py::test_2025_output_delivery_oracle_rejects_output_before_window_close; tests/test_rti1516_2025_python1516_2025_runtime.py::test_2025_pipeline_oracle_rejects_cross_window_payload_contamination; tests/test_rti1516_2025_python1516_2025_runtime.py::test_2025_receive_order_poison_oracle_rejects_closed_window_mutation; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_restore_recovers_plain_object_subscriber_routing_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_request_attribute_value_update_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_time_window_gauntlet_scenario_over_fedpro_route; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_request_attribute_value_update_matrix; tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.10-005,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.10,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall deliver reflected attribute updates with transportation metadata that matches the currently implemented reliable and best-effort transport subset.,,,RTI shall deliver reflected attribute updates with transportation metadata that matches the currently implemented reliable and best-effort transport subset.,,extracted-requirement,,pass,,,,,packages/hla-backend-python1516e/src/hla.backends.python1516e/object_delivery.py; packages/hla-backend-python1516e/src/hla.backends.python1516e/state.py; tests/backends/test_python_backend_object_ownership_extended.py::test_best_effort_transport_changes_callback_transport_and_splits_mixed_attribute_updates; analysis/compliance/service_conformance.json,supported-subset,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management; policy:reliable-best-effort-transport-only
2010,HLA1516.1-OM-6.11-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.11,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall invoke Reflect Attribute Values to deliver attribute updates.,,,RTI shall invoke Reflect Attribute Values to deliver attribute updates.,,extracted-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_request_attribute_value_update_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_restore_recovers_plain_object_subscriber_routing_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_request_attribute_value_update_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_time_window_gauntlet_scenario_over_fedpro_route; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_request_attribute_value_update_matrix; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.11-002,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.11,,IEEE 1516.1-2010 (2010 edition),Object management,Reflected attributes shall correspond to attributes available at the object instance’s known class.,,,Reflected attributes shall correspond to attributes available at the object instance’s known class.,,extracted-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; hla2010/fom.py::parse_fom_xml; tests/backends/test_python_backend_support_services.py::test_reflect_attributes_are_mapped_to_known_discovered_class_handles; tests/factories/test_fom_time_factories.py::test_python_rti_resolves_fom_path_and_uses_requested_time_factory; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_discovery_class_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_request_attribute_value_update_matrix; tests/scenarios/test_startup_sync_fom_java_translation_v09.py::test_strict_fom_lookup_rejects_unknown_names; tests/time/test_mom_mim_and_time_semantics_v010.py::test_mom_fom_module_request_reports_requested_module_payload; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_restore_recovers_plain_object_subscriber_routing_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_routes_attribute_scope_advisories_only_to_overlapping_subscribers_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_request_attribute_value_update_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_time_window_gauntlet_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_turn_updates_advisory_callbacks_over_fedpro_schema; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_discovery_class_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_request_attribute_value_update_matrix; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.12-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.12,,IEEE 1516.1-2010 (2010 edition),Object management,RTI shall provide Send Interaction.,,,RTI shall provide Send Interaction.,,extracted-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_sendInteraction; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_consumer_order; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_output_delivery; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_consumer_order_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_output_delivery_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_time_window_gauntlet_scenario_over_fedpro_route; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,HLA1516.1-OM-6.12-002,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §6.12,,IEEE 1516.1-2010 (2010 edition),Object management,A federate shall send only interaction classes it has published.,,,A federate shall send only interaction classes it has published.,,extracted-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_publishInteractionClass; hla.backends.python1516e.backend.PythonRTIBackend._svc_sendInteraction; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_consumer_order; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_output_delivery; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_consumer_order_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_declaration_management_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_output_delivery_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_time_managed_declaration_independence_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_time_window_gauntlet_scenario_over_fedpro_route; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; analysis/compliance/service_conformance.json,broad-spec,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
