surface_type,item,status,reuse_action,requirement_action,service_group,2010_section_or_location,2025_section_or_location,2010_detail,2025_detail,notes
MIM data type,HLAsyncPointList,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,{'category': 'arrayDataTypes'},MIM surface is new in 2025; add MOM/MIM requirement.
MIM data type,HLAsyncPointStatus,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,{'category': 'enumeratedDataTypes'},MIM surface is new in 2025; add MOM/MIM requirement.
MIM data type,HLAsynchPointFederate,Removed or renamed MIM surface,Retire or map,Do not carry forward unchanged; map to 2025 replacement,MIM,HLAstandardMIM 2010,,{'category': 'fixedRecordDataTypes'},,Spelling normalization from HLAsynch* to HLAsync* data types.
MIM data type,HLAsynchPointFederateList,Removed or renamed MIM surface,Retire or map,Do not carry forward unchanged; map to 2025 replacement,MIM,HLAstandardMIM 2010,,{'category': 'arrayDataTypes'},,Spelling normalization from HLAsynch* to HLAsync* data types.
MIM data type,HLAsynchPointList,Removed or renamed MIM surface,Retire or map,Do not carry forward unchanged; map to 2025 replacement,MIM,HLAstandardMIM 2010,,{'category': 'arrayDataTypes'},,Spelling normalization from HLAsynch* to HLAsync* data types.
MIM data type,HLAsynchPointStatus,Removed or renamed MIM surface,Retire or map,Do not carry forward unchanged; map to 2025 replacement,MIM,HLAstandardMIM 2010,,{'category': 'enumeratedDataTypes'},,Spelling normalization from HLAsynch* to HLAsync* data types.
MIM data type,HLAtimeInterval,Same MIM surface,Carry forward,Reuse MOM/MIM requirement,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,{'category': 'arrayDataTypes'},{'category': 'arrayDataTypes'},MIM surface exists with same captured metadata.
MIM data type,HLAtimeState,Same MIM surface,Carry forward,Reuse MOM/MIM requirement,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,{'category': 'enumeratedDataTypes'},{'category': 'enumeratedDataTypes'},MIM surface exists with same captured metadata.
MIM data type,HLAtoken,Same MIM surface,Carry forward,Reuse MOM/MIM requirement,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,{'category': 'arrayDataTypes'},{'category': 'arrayDataTypes'},MIM surface exists with same captured metadata.
MIM data type,HLAtransportationName,Removed or renamed MIM surface,Retire or map,Do not carry forward unchanged; map to 2025 replacement,MIM,HLAstandardMIM 2010,,{'category': 'arrayDataTypes'},,Transportation reporting changes to HLAtransportationTypeHandle.
MIM data type,HLAtransportationTypeHandle,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,{'category': 'arrayDataTypes'},New typed handle/reference data type; add datatype/parser/encoding expectation.
MIM data type,HLAunicodeChar,Same MIM surface,Carry forward,Reuse MOM/MIM requirement,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,{'category': 'simpleDataTypes'},{'category': 'simpleDataTypes'},MIM surface exists with same captured metadata.
MIM data type,HLAunicodeString,Same MIM surface,Carry forward,Reuse MOM/MIM requirement,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,{'category': 'arrayDataTypes'},{'category': 'arrayDataTypes'},MIM surface exists with same captured metadata.
MIM data type,HLAunsignedInteger16BE,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,{'category': 'basicDataRepresentations'},New unsigned basic data type; add datatype/encoding expectation.
MIM data type,HLAunsignedInteger16LE,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,{'category': 'basicDataRepresentations'},New unsigned basic data type; add datatype/encoding expectation.
MIM data type,HLAunsignedInteger32BE,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,{'category': 'basicDataRepresentations'},New unsigned basic data type; add datatype/encoding expectation.
MIM data type,HLAunsignedInteger32LE,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,{'category': 'basicDataRepresentations'},New unsigned basic data type; add datatype/encoding expectation.
MIM data type,HLAunsignedInteger64BE,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,{'category': 'basicDataRepresentations'},New unsigned basic data type; add datatype/encoding expectation.
MIM data type,HLAunsignedInteger64LE,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,{'category': 'basicDataRepresentations'},New unsigned basic data type; add datatype/encoding expectation.
MIM data type,HLAunsignedInteger8,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,{'category': 'basicDataRepresentations'},New unsigned basic data type; add datatype/encoding expectation.
MIM data type,HLAupdateRateName,Same MIM surface,Carry forward,Reuse MOM/MIM requirement,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,{'category': 'arrayDataTypes'},{'category': 'arrayDataTypes'},MIM surface exists with same captured metadata.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAFOMmoduleDesignatorList,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAmoduleDesignatorList', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAmoduleDesignatorList', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAGALT,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAlogicalTime', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAlogicalTime', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLALITS,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAlogicalTime', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAlogicalTime', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAROlength,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLARTIversion,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAunicodeString', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAunicodeString', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLATSOlength,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAasynchronousDelivery,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAboolean', 'updateType': 'Conditional', 'updateCondition': 'Whenever services Enable Asynchronous Delivery or Disable Asynchronous Delivery are\n                     successfully invoked (including via the HLAenableAsynchronousDelivery or\n                     HLAdisableAsynchronousDelivery interactions).', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAboolean', 'updateType': 'Conditional', 'updateCondition': 'Whenever services Enable Asynchronous Delivery or Disable Asynchronous Delivery are\n                     successfully invoked (including via the HLAenableAsynchronousDelivery or\n                     HLAdisableAsynchronousDelivery interactions).', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAattributeRelevanceAdvisory,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,"{'dataType': 'HLAswitch', 'updateType': 'Conditional', 'updateCondition': ""Whenever the value of the federate's Attribute Relevance Advisory Switch changes."", 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",New/reworked federate switch state attribute; add MOM reporting requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAattributeScopeAdvisory,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,"{'dataType': 'HLAswitch', 'updateType': 'Conditional', 'updateCondition': ""Whenever the value of the federate's Attribute Scope Advisory Switch changes."", 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",New/reworked federate switch state attribute; add MOM reporting requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAautomaticResignAction,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,"{'dataType': 'HLAresignAction', 'updateType': 'Conditional', 'updateCondition': ""Whenever the value of the federate's Automatic Resign Action Switch changes."", 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",New/reworked federate switch state attribute; add MOM reporting requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAconveyProducingFederate,Removed or renamed MIM surface,Retire or map,Do not carry forward unchanged; map to 2025 replacement,MIM,HLAstandardMIM 2010,,"{'dataType': 'HLAswitch', 'updateType': 'Conditional', 'updateCondition': 'Whenever the HLAmanager.HLAfederate.HLAfederate.HLAadjust.HLAsetSwitches interaction\n                     is sent to successfully change the value of the HLAconveyProducingFederate parameter.', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",,MIM attribute/parameter removed with convey-producing-federate switch; use explicit producing-federate callback parameters.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAconveyRegionDesignatorSets,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAswitch', 'updateType': 'Conditional', 'updateCondition': 'Whenever the HLAmanager.HLAfederate.HLAfederate.HLAadjust.HLAsetSwitches interaction\n                     is sent to successfully change the value of the HLAconveyRegionDesignatorSets parameter.', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAswitch', 'updateType': 'Conditional', 'updateCondition': ""Whenever the value of the federate's Convey Region Designator Sets Switch changes."", 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAdirectedInteractionsReceived,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,"{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",New directed-interaction MOM counter/attribute; add directed interaction reporting requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAdirectedInteractionsSent,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,"{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",New directed-interaction MOM counter/attribute; add directed interaction reporting requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAexceptionReporting,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,"{'dataType': 'HLAswitch', 'updateType': 'Conditional', 'updateCondition': ""Whenever the value of the federate's Exception Reporting Switch changes."", 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",New/reworked federate switch state attribute; add MOM reporting requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAfederateHandle,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAhandle', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAfederateHandle', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAfederateHost,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAunicodeString', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAunicodeString', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAfederateName,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAunicodeString', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAunicodeString', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAfederateState,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAfederateState', 'updateType': 'Conditional', 'updateCondition': 'Whenever the services Initiate Federate Save, Federation Saved, Federation Restore\n                     Begun, Confirm Federation Restoration Request (success), or Join Federation Execution are\n                     successfully invoked. Also, after the Federation Restored service has been invoked at all federates\n                     in the federation execution. If a joined federate is in the Federate Save in Progress state, no\n                     corresponding reflects shall be invoked at that joined federate.', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAfederateState', 'updateType': 'Conditional', 'updateCondition': 'Whenever the services Initiate Federate Save, Federation Saved, Federation Restore\n                     Begun, Confirm Federation Restoration Request (success), or Join Federation Execution are\n                     successfully invoked. Also, after the Federation Restored service has been invoked at all federates\n                     in the federation execution. If a joined federate is in the Federate Save in Progress state, no\n                     corresponding reflects shall be invoked at that joined federate.', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAfederateType,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAunicodeString', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAunicodeString', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAinteractionRelevanceAdvisory,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,"{'dataType': 'HLAswitch', 'updateType': 'Conditional', 'updateCondition': ""Whenever the value of the federate's Interaction Relevance Advisory Switch changes."", 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",New/reworked federate switch state attribute; add MOM reporting requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAinteractionsReceived,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAinteractionsSent,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAlogicalTime,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAlogicalTime', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAlogicalTime', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAlookahead,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAtimeInterval', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAtimeInterval', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAobjectClassRelevanceAdvisory,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,"{'dataType': 'HLAswitch', 'updateType': 'Conditional', 'updateCondition': ""Whenever the value of the federate's Object Class Relevance Advisory Switch changes."", 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",New/reworked federate switch state attribute; add MOM reporting requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAobjectInstancesDeleted,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAobjectInstancesDiscovered,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAobjectInstancesReflected,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAobjectInstancesRegistered,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAobjectInstancesRemoved,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
